raw	canonical	source	notes
maneuvers	maneuver	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
marching on	march on	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
match	match	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
mentioned	mention	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
milling	mill	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
mixes in	mix in	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
model	model	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
monitored	monitor	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
move into	move into	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
moves around	move around	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
notched	notch	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
occurred	occur	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
officiates	officiate	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
operated	operate	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
order	order	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
passing over	pass over	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
paying	pay	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
peaking	peak	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
peeling off	peel off	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
perforated	perforate	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
pierced	pierce	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
piles	pile	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
plugged in	plug in	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
plunges	plunge	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
pooled	pool	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
pop	pop	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
powered	power	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
prancing	prance	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
preen	preen	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
preens	preen	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
preserving	preserve	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
press on	press on	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
printing	print	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
producing	produce	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
projects	project	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
propels	propel	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
protect	protect	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
pull in	pull in	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
pulled down	pull down	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
pulled over	pull over	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
pulls at	pull at	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
push down	push down	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
pushes up	push up	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
putting	put	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
quoted	quote	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
quoting	quote	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
rained	rain	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
raining	rain	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
rappel	rappel	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
reacts	react	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
reclaiming	reclaim	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
recounts	recount	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
recycling	recycle	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
rehearsing	rehearse	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
reinforced	reinforce	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
released	release	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
reminds	remind	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
responds	respond	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
restored	restore	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
reviews	review	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
ridged	ridge	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
ring	ring	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
rings	ring	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
ripening	ripen	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
roast	roast	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
roasts	roast	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
rolling out	roll out	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
rolls down	roll down	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
rolls in	roll in	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
ruled	rule	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
run up	run up	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
scaled	scale	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
scan	scan	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
scratching	scratch	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
screened	screen	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
sectioning	section	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
serrated	serrate	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
sewing	sew	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
sharpened	sharpen	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
sheltered	shelter	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
shift	shift	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
shovel	shovel	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
shown up	show up	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
signing on	sign on	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
sits down	sit down	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
sketches	sketch	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
sketching	sketch	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
skydiving	skydive	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
sleeping with	sleep with	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
slice	slice	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
smells	smell	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
soaking	soak	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
softens	soften	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
soldering	solder	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
sourced	source	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
specifies	specify	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
spelled	spell	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
spill	spill	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
spreads over	spread over	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
sprouting	sprout	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
staining	stain	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
stand up	stand up	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
stationed	station	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
stay	stay	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
steadying	steady	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
stemmed	stem	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
stick up	stick up	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
stick with	stick with	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
stole	steal	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
streamlined	streamline	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
strewn	strew	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
stride	stride	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
submerging	submerge	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
suited	suit	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
surf	surf	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
tagged	tag	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
tailored	tailor	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
taken off	take off	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
taper	taper	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
taste	taste	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
thanks	thank	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
think	think	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
tie	tie	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
tipped over	tip over	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
toasts	toast	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
toss	toss	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
tossed	toss	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
tracked	track	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
transforming	transform	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
translated	translate	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
transporting	transport	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
trots	trot	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
twist around	twist around	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
undulating	undulate	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
unloading	unload	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
unwrapping	unwrap	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
urges	urge	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
vegetated	vegetate	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
veining	vein	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
walk off	walk off	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
warn	warn	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
watering	water	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
whispering	whisper	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
working out	work out	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
yelling	yell	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
