dataset	category_id	label	supercategory	source_version	is_mwe_candidate	mwe_candidate_status	wordnet_source	wordnet_version	wordnet_lexicon_id	selected_lookup_case	selected_query	has_oewn_noun_synset	oewn_synset_count	selected_oewn_synset	selected_oewn_lexfile	all_oewn_synsets	all_oewn_lexfiles	target_oewn_lexfiles	matched_oewn_lexfiles	synset_lemmas	canonical_surface	canonical_selection_tag	canonical_candidate_lemmas	canonical_candidate_lemma_counts	parent_oewn_synsets	parent_oewn_lexfiles	parent_lemmas	parent_selection_tag	selected_oewn_objectness_class	objectness_gate	manual_decision	manual_decision_note	sense_counts_available	wn30_available	wn30_selection_tag	wn30_lemma_counts	synset_selection_tag	decision_basis
COCO	77	cell phone	electronic	instances_2017	true	selected	oewn	2025-plus	oewn:2025+	joined_variant	cellphone	true	1	oewn-02995984-n	noun.artifact	oewn-02995984-n	oewn-02995984-n:noun.artifact:cellular telephone;cellular phone;cellphone;cell;mobile phone			cellular telephone|cellular phone|cellphone|cell|mobile phone	cellphone	selected_single_label_or_lookup_matched_wordnet_lemma	cellphone	cellphone:0	oewn-04051578-n	oewn-04051578-n:noun.artifact	oewn-04051578-n:radiotelephone;radiophone;wireless telephone	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
COCO	78	microwave	appliance	instances_2017	false	not_mwe	oewn	2025-plus	oewn:2025+	exact	microwave	true	2	oewn-03766619-n	noun.artifact	oewn-11502712-n|oewn-03766619-n	oewn-11502712-n:noun.phenomenon:microwave|oewn-03766619-n:noun.artifact:microwave;microwave oven			microwave|microwave oven	microwave	selected_single_label_or_lookup_matched_wordnet_lemma	microwave	microwave:0	oewn-03625261-n	oewn-03625261-n:noun.artifact	oewn-03625261-n:kitchen appliance	selected_all_immediate_oewn_hypernyms	object_compatible	manual_override	select:oewn-03766619-n	COCO appliance category refers to the physical microwave oven.	false	true	wn30_unique_max	oewn-11502712-n:microwave%1:19:00:::microwave.n.01:2|oewn-03766619-n:microwave%1:06:00:::microwave.n.02:0	manual_select	manual_select
COCO	79	oven	appliance	instances_2017	false	not_mwe	oewn	2025-plus	oewn:2025+	exact	oven	true	1	oewn-03868196-n	noun.artifact	oewn-03868196-n	oewn-03868196-n:noun.artifact:oven			oven	oven	selected_single_label_or_lookup_matched_wordnet_lemma	oven	oven:1	oewn-03625261-n	oewn-03625261-n:noun.artifact	oewn-03625261-n:kitchen appliance	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
COCO	80	toaster	appliance	instances_2017	false	not_mwe	oewn	2025-plus	oewn:2025+	exact	toaster	true	2	oewn-04449446-n	noun.artifact	oewn-10733151-n|oewn-04449446-n	oewn-10733151-n:noun.person:toaster;wassailer|oewn-04449446-n:noun.artifact:toaster			toaster	toaster	selected_single_label_or_lookup_matched_wordnet_lemma	toaster	toaster:0	oewn-03625261-n	oewn-03625261-n:noun.artifact	oewn-03625261-n:kitchen appliance	selected_all_immediate_oewn_hypernyms	object_compatible	manual_override	select:oewn-04449446-n	COCO appliance category refers to the physical toaster.	false	true	wn30_all_zero	oewn-10733151-n:toaster%1:18:00:::toaster.n.01:0|oewn-04449446-n:toaster%1:06:00:::toaster.n.02:0	manual_select	manual_select
COCO	81	sink	appliance	instances_2017	false	not_mwe	oewn	2025-plus	oewn:2025+	exact	sink	true	4	oewn-04230655-n	noun.artifact	oewn-04230655-n|oewn-13577118-n|oewn-09458643-n|oewn-03002170-n	oewn-04230655-n:noun.artifact:sink|oewn-13577118-n:noun.process:sink|oewn-09458643-n:noun.object:sinkhole;sink;swallow hole|oewn-03002170-n:noun.artifact:cesspool;cesspit;sink;sump			sink	sink	selected_single_label_or_lookup_matched_wordnet_lemma	sink	sink:4	oewn-03975617-n	oewn-03975617-n:noun.artifact	oewn-03975617-n:plumbing fixture	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-04230655-n:sink%1:06:00:::sink.n.01:4|oewn-13577118-n:sink%1:22:00:::sink.n.02:0|oewn-09458643-n:sink%1:17:00:::sinkhole.n.01:0|oewn-03002170-n:sink%1:06:01:::cesspool.n.01:0	selected_by_wn30_lemma_count	selected_by_wn30_lemma_count
COCO	82	refrigerator	appliance	instances_2017	false	not_mwe	oewn	2025-plus	oewn:2025+	exact	refrigerator	true	1	oewn-04077839-n	noun.artifact	oewn-04077839-n	oewn-04077839-n:noun.artifact:refrigerator;icebox			refrigerator|icebox	refrigerator	selected_single_label_or_lookup_matched_wordnet_lemma	refrigerator	refrigerator:2	oewn-04587779-n	oewn-04587779-n:noun.artifact	oewn-04587779-n:white goods	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
COCO	84	book	indoor	instances_2017	false	not_mwe	oewn	2025-plus	oewn:2025+	exact	book	true	11	oewn-02873453-n	noun.artifact	oewn-06473279-n|oewn-06422547-n|oewn-06443410-n|oewn-02873453-n|oewn-06649049-n|oewn-07023062-n|oewn-13425421-n|oewn-07971027-n|oewn-07970797-n|oewn-06406508-n|oewn-02873887-n	oewn-06473279-n:noun.communication:Koran;Quran;al-Qur'an;Book|oewn-06422547-n:noun.communication:book|oewn-06443410-n:noun.communication:Bible;Christian Bible;Book;Good Book;Holy Scripture;Holy Writ;Scripture;Word of God;Word|oewn-02873453-n:noun.artifact:book;volume|oewn-06649049-n:noun.communication:record;record book;book|oewn-07023062-n:noun.communication:script;book;playscript|oewn-13425421-n:noun.possession:ledger;leger;account book;book of account;book|oewn-07971027-n:noun.group:book|oewn-07970797-n:noun.group:book;rule book|oewn-06406508-n:noun.communication:book|oewn-02873887-n:noun.artifact:book			book|volume	book	selected_single_label_or_lookup_matched_wordnet_lemma	book	book:10	oewn-04014270-n	oewn-04014270-n:noun.artifact	oewn-04014270-n:product;production	selected_all_immediate_oewn_hypernyms	object_compatible	manual_override	select:oewn-02873453-n	User decision: COCO book category is treated as the physical artifact sense.	false	true	wn30_unique_max	oewn-06473279-n:al--qur-apos-an%1:10:00::=wn30_missing;book%1:10:05:::koran.n.01:0|oewn-06422547-n:book%1:10:00:::book.n.01:46|oewn-06443410-n:book%1:10:04:::bible.n.01:0|oewn-02873453-n:book%1:06:00:::book.n.02:10|oewn-06649049-n:book%1:10:02:::record.n.05:2|oewn-07023062-n:book%1:10:01:::script.n.01:1|oewn-13425421-n:book%1:21:00:::ledger.n.01:0|oewn-07971027-n:book%1:14:01:::book.n.06:0|oewn-07970797-n:book%1:14:00:::book.n.07:0|oewn-06406508-n:book%1:10:03:::book.n.10:0|oewn-02873887-n:book%1:06:02:::book.n.11:0	manual_select	manual_select
COCO	85	clock	indoor	instances_2017	false	not_mwe	oewn	2025-plus	oewn:2025+	exact	clock	true	1	oewn-03050242-n	noun.artifact	oewn-03050242-n	oewn-03050242-n:noun.artifact:clock			clock	clock	selected_single_label_or_lookup_matched_wordnet_lemma	clock	clock:15	oewn-04445087-n	oewn-04445087-n:noun.artifact	oewn-04445087-n:timepiece;timekeeper;horologe	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
COCO	86	vase	indoor	instances_2017	false	not_mwe	oewn	2025-plus	oewn:2025+	exact	vase	true	1	oewn-04529463-n	noun.artifact	oewn-04529463-n	oewn-04529463-n:noun.artifact:vase			vase	vase	selected_single_label_or_lookup_matched_wordnet_lemma	vase	vase:12	oewn-03598713-n	oewn-03598713-n:noun.artifact	oewn-03598713-n:jar	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
COCO	87	scissors	indoor	instances_2017	false	not_mwe	oewn	2025-plus	oewn:2025+	exact	scissors	true	3	oewn-04155119-n	noun.artifact	oewn-04155119-n|oewn-00816326-n|oewn-00439665-n	oewn-04155119-n:noun.artifact:scissors;pair of scissors|oewn-00816326-n:noun.act:scissors;scissors hold;scissor hold;scissor grip;scissors grip|oewn-00439665-n:noun.act:scissors			scissors|pair of scissors	scissors	selected_single_label_or_lookup_matched_wordnet_lemma	scissors	scissors:0	oewn-03269943-n|oewn-03086131-n	oewn-03269943-n:noun.artifact|oewn-03086131-n:noun.artifact	oewn-03269943-n:edge tool|oewn-03086131-n:compound lever	selected_all_immediate_oewn_hypernyms	object_compatible	manual_override	select:oewn-04155119-n	COCO indoor category refers to the physical cutting tool.	false	true	wn30_all_zero	oewn-04155119-n:scissors%1:06:00:::scissors.n.01:0|oewn-00816326-n:scissors%1:04:00:::scissors.n.02:0|oewn-00439665-n:scissors%1:04:01:::scissors.n.03:0	manual_select	manual_select
COCO	88	teddy bear	indoor	instances_2017	true	selected	oewn	2025-plus	oewn:2025+	exact	teddy bear	true	1	oewn-04406517-n	noun.artifact	oewn-04406517-n	oewn-04406517-n:noun.artifact:teddy;teddy bear			teddy|teddy bear	teddy bear	selected_single_label_or_lookup_matched_wordnet_lemma	teddy bear	teddy bear:0	oewn-03971038-n	oewn-03971038-n:noun.artifact	oewn-03971038-n:plaything;toy	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
COCO	89	hair drier	indoor	instances_2017	true	selected	oewn	2025-plus	oewn:2025+	exact	hair drier	true	1	oewn-03488399-n	noun.artifact	oewn-03488399-n	oewn-03488399-n:noun.artifact:hand blower;blow dryer;blow drier;hair dryer;hair drier			hand blower|blow dryer|blow drier|hair dryer|hair drier	hair drier	selected_single_label_or_lookup_matched_wordnet_lemma	hair drier	hair drier:0	oewn-02858369-n|oewn-03256469-n	oewn-02858369-n:noun.artifact|oewn-03256469-n:noun.artifact	oewn-02858369-n:blower|oewn-03256469-n:dryer;drier	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
COCO	90	toothbrush	indoor	instances_2017	false	not_mwe	oewn	2025-plus	oewn:2025+	exact	toothbrush	true	2	oewn-04460427-n	noun.artifact	oewn-04460427-n|oewn-05269921-n	oewn-04460427-n:noun.artifact:toothbrush|oewn-05269921-n:noun.body:soup-strainer;toothbrush			toothbrush	toothbrush	selected_single_label_or_lookup_matched_wordnet_lemma	toothbrush	toothbrush:1	oewn-02911542-n|oewn-04454577-n	oewn-02911542-n:noun.artifact|oewn-04454577-n:noun.artifact	oewn-02911542-n:brush|oewn-04454577-n:toiletry;toilet articles	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-04460427-n:toothbrush%1:06:00:::toothbrush.n.01:1|oewn-05269921-n:soup--strainer%1:08:00::=wn30_missing;toothbrush%1:08:00:::soup-strainer.n.01:0	selected_by_wn30_lemma_count	selected_by_wn30_lemma_count
