selected_oewn_synset	selected_oewn_lexfile	canonical_surface	canonical_label_key	canonical_selection_tag	canonical_candidate_lemmas	canonical_candidate_lemma_counts	google_ngram_candidate_surfaces	google_ngram_candidate_mean_frequencies	source_exact_candidate_lemmas	source_labels	source_label_keys	source_datasets	selected_queries	selected_lookup_cases	synset_lemmas	parent_oewn_synsets	parent_oewn_lexfiles	parent_lemmas	parent_selection_tags	row_count	decision_basis
oewn-06352710-n	noun.communication	Mr.	mr.	selected_single_source_or_lookup_matched_synset_lemma	Mr.	Mr.:-1	mr.	mr.:-1	Mr.	mr.	mr.	visual_genome	mr.	exact	Mister|Mr|Mr.	oewn-06350786-n	oewn-06350786-n:noun.communication	oewn-06350786-n:title;title of respect;form of address	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06355831-n	noun.communication	headline	headline	selected_single_source_or_lookup_matched_synset_lemma	headline	headline:-1	headline	headline:-1	headline	headline	headline	visual_genome	headline	exact	headline|newspaper headline	oewn-06355341-n	oewn-06355341-n:noun.communication	oewn-06355341-n:heading;header;head	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06357363-n	noun.communication	title	title	selected_single_source_or_lookup_matched_synset_lemma	title	title:26	title	title:-1	title	title|titles	title|titles	visual_genome	title	exact|morphy	title|statute title|rubric	oewn-06355341-n	oewn-06355341-n:noun.communication	oewn-06355341-n:heading;header;head	selected_all_immediate_oewn_hypernyms	2	selected_single_source_or_lookup_matched_synset_lemma
oewn-06358958-n	noun.communication	subtitle	subtitle	selected_single_source_or_lookup_matched_synset_lemma	subtitle	subtitle:-1	subtitle	subtitle:-1		subtitles	subtitles	visual_genome	subtitle	morphy	subtitle|caption	oewn-06548380-n	oewn-06548380-n:noun.communication	oewn-06548380-n:translation;interlingual rendition;rendering;version	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06360590-n	noun.communication	black and white	black and white	selected_single_source_or_lookup_matched_synset_lemma	black and white	black and white:-1	black and white	black and white:-1	black and white	black and white	black and white	visual_genome	black and white	exact	written communication|written language|black and white	oewn-00033319-n	oewn-00033319-n:noun.Tops	oewn-00033319-n:communication	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06361497-n	noun.communication	shorthand	shorthand	selected_single_source_or_lookup_matched_synset_lemma	shorthand	shorthand:-1	shorthand	shorthand:-1		short hand	short hand	visual_genome	shorthand	joined_variant	shorthand|stenography|tachygraphy	oewn-06415036-n	oewn-06415036-n:noun.communication	oewn-06415036-n:handwriting;hand;script	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06366181-n	noun.communication	bar code	bar code	selected_single_source_or_lookup_matched_synset_lemma	bar code	bar code:-1	bar code	bar code:-1	bar code	bar code|bar codes	bar code|bar codes	visual_genome	bar code	exact|morphy	bar code|Universal Product Code	oewn-06365341-n	oewn-06365341-n:noun.communication	oewn-06365341-n:code	selected_all_immediate_oewn_hypernyms	2	selected_single_source_or_lookup_matched_synset_lemma
oewn-06367301-n	noun.communication	computer code	computer code	selected_single_source_or_lookup_matched_synset_lemma	computer code	computer code:-1	computer code	computer code:-1	computer code	computer code	computer code	visual_genome	computer code	exact	code|computer code	oewn-06365164-n	oewn-06365164-n:noun.communication	oewn-06365164-n:coding system	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06367922-n	noun.communication	address	address	selected_single_source_or_lookup_matched_synset_lemma	address	address:-1	address	address:-1	address	address	address	visual_genome	address	exact	address|computer address|reference	oewn-06367301-n	oewn-06367301-n:noun.communication	oewn-06367301-n:code;computer code	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06370154-n	noun.communication	URL	url	selected_single_source_or_lookup_matched_synset_lemma	URL	URL:-1	url	url:-1	URL	url	url	visual_genome	url	exact	URL|uniform resource locator|universal resource locator	oewn-06367922-n	oewn-06367922-n:noun.communication	oewn-06367922-n:address;computer address;reference	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06370503-n	noun.communication	homepage	homepage	selected_single_source_or_lookup_matched_synset_lemma	homepage	homepage:-1	homepage	homepage:-1	homepage	homepage	homepage	visual_genome	homepage	exact	home page|homepage	oewn-06370307-n	oewn-06370307-n:noun.communication	oewn-06370307-n:web page;webpage	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06371721-n	noun.communication	written word	written word	selected_single_source_or_lookup_matched_synset_lemma	written word	written word:-1	written word	written word:-1		written words	written words	visual_genome	written word	morphy	written word	oewn-06297048-n	oewn-06297048-n:noun.communication	oewn-06297048-n:word	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06376048-n	noun.communication	literature	literature	selected_single_source_or_lookup_matched_synset_lemma	literature	literature:-1	literature	literature:-1	literature	literature	literature	visual_genome	literature	exact	literature	oewn-06374360-n	oewn-06374360-n:noun.communication	oewn-06374360-n:writing;written material;piece of writing	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06379324-n	noun.communication	novel	novel	selected_single_source_or_lookup_matched_synset_lemma	novel	novel:-1	novel	novel:-1	novel	novel	novel	visual_genome	novel	exact	novel	oewn-06378552-n	oewn-06378552-n:noun.communication	oewn-06378552-n:fiction	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06383036-n	noun.communication	legend	legend	selected_single_source_or_lookup_matched_synset_lemma	legend	legend:-1	legend	legend:-1		legends	legends	visual_genome	legend	morphy	legend|fable	oewn-06381452-n	oewn-06381452-n:noun.communication	oewn-06381452-n:story	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06389065-n	noun.communication	poem	poem	selected_single_source_or_lookup_matched_synset_lemma	poem	poem:-1	poem	poem:-1	poem	poem	poem	visual_genome	poem	exact	poem|verse form	oewn-06375736-n	oewn-06375736-n:noun.communication	oewn-06375736-n:literary composition;literary work	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06391344-n	noun.communication	epic	epic	selected_single_source_or_lookup_matched_synset_lemma	epic	epic:-1	epic	epic:-1	epic	epic	epic	visual_genome	epic	exact	epic poem|heroic poem|epic|epos	oewn-06389065-n	oewn-06389065-n:noun.communication	oewn-06389065-n:poem;verse form	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06399623-n	noun.communication	text	text	selected_single_source_or_lookup_matched_synset_lemma	text	text:-1	text	text:-1	text	text|texts	text|texts	visual_genome	text	exact|morphy	text|textual matter	oewn-06376912-n	oewn-06376912-n:noun.communication	oewn-06376912-n:matter	selected_all_immediate_oewn_hypernyms	2	selected_single_source_or_lookup_matched_synset_lemma
oewn-06401396-n	noun.communication	indention	indention	selected_single_source_or_lookup_matched_synset_lemma	indention	indention:-1	indention	indention:-1	indention	indention|indentions	indention|indentions	visual_genome	indention	exact|morphy	indentation|indention|indent|indenture	oewn-06401196-n	oewn-06401196-n:noun.communication	oewn-06401196-n:space;blank space;place	selected_all_immediate_oewn_hypernyms	2	selected_single_source_or_lookup_matched_synset_lemma
oewn-06403644-n	noun.communication	section	section	selected_single_source_or_lookup_matched_synset_lemma	section	section:-1	section	section:-1	section	section|sections	section|sections	visual_genome	section	exact|morphy	section|subdivision	oewn-06374360-n|oewn-07034009-n	oewn-06374360-n:noun.communication|oewn-07034009-n:noun.communication	oewn-06374360-n:writing;written material;piece of writing|oewn-07034009-n:music	selected_all_immediate_oewn_hypernyms	2	selected_single_source_or_lookup_matched_synset_lemma
oewn-06404303-n	noun.communication	above	above	selected_single_source_or_lookup_matched_synset_lemma	above	above:-1	above	above:-1	above	above	above	visual_genome	above	exact	above	oewn-06403644-n	oewn-06403644-n:noun.communication	oewn-06403644-n:section;subdivision	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06405443-n	noun.communication	escalator	escalator	selected_single_source_or_lookup_matched_synset_lemma	escalator	escalator:-1	escalator	escalator:-1	escalator	escalator|escalators	escalator|escalators	visual_genome	escalator	exact|morphy	escalator clause|escalator	oewn-06404578-n	oewn-06404578-n:noun.communication	oewn-06404578-n:article;clause	selected_all_immediate_oewn_hypernyms	2	selected_single_source_or_lookup_matched_synset_lemma
oewn-06407785-n	noun.communication	chapter	chapter	selected_single_source_or_lookup_matched_synset_lemma	chapter	chapter:-1	chapter	chapter:-1	chapter	chapter	chapter	visual_genome	chapter	exact	chapter	oewn-06403644-n	oewn-06403644-n:noun.communication	oewn-06403644-n:section;subdivision	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06408455-n	noun.communication	insert	insert	selected_single_source_or_lookup_matched_synset_lemma	insert	insert:-1	insert	insert:-1	insert	insert|inserts	insert|inserts	visual_genome	insert	exact|morphy	insert	oewn-06403644-n	oewn-06403644-n:noun.communication	oewn-06403644-n:section;subdivision	selected_all_immediate_oewn_hypernyms	2	selected_single_source_or_lookup_matched_synset_lemma
oewn-06411513-n	noun.communication	shirttail	shirttail	selected_single_source_or_lookup_matched_synset_lemma	shirttail	shirttail:0	shirttail	shirttail:-1	shirttail	shirt tail|shirttail	shirt tail|shirttail	visual_genome	shirttail	joined_variant|exact	shirttail	oewn-06410980-n	oewn-06410980-n:noun.communication	oewn-06410980-n:appendix	selected_all_immediate_oewn_hypernyms	2	selected_single_source_or_lookup_matched_synset_lemma
oewn-06411638-n	noun.communication	paragraph	paragraph	selected_single_source_or_lookup_matched_synset_lemma	paragraph	paragraph:-1	paragraph	paragraph:-1	paragraph	paragraph	paragraph	visual_genome	paragraph	exact	paragraph	oewn-06374360-n	oewn-06374360-n:noun.communication	oewn-06374360-n:writing;written material;piece of writing	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06413845-n	noun.communication	blog	blog	selected_single_source_or_lookup_matched_synset_lemma	blog	blog:-1	blog	blog:-1	blog	blog	blog	visual_genome	blog	exact	web log|blog	oewn-06413674-n	oewn-06413674-n:noun.communication	oewn-06413674-n:diary;journal	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06414208-n	noun.communication	typing	typing	selected_single_source_or_lookup_matched_synset_lemma	typing	typing:-1	typing	typing:-1	typing	typing	typing	visual_genome	typing	exact	typing|typewriting	oewn-06371284-n	oewn-06371284-n:noun.communication	oewn-06371284-n:writing	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06414934-n	noun.communication	printing	printing	selected_single_source_or_lookup_matched_synset_lemma	printing	printing:2	printing	printing:-1	printing	printing|printings	printing|printings	visual_genome	printing	exact|morphy	printing	oewn-06371284-n	oewn-06371284-n:noun.communication	oewn-06371284-n:writing	selected_all_immediate_oewn_hypernyms	2	selected_single_source_or_lookup_matched_synset_lemma
oewn-06415036-n	noun.communication	handwriting	handwriting	selected_single_source_or_lookup_matched_synset_lemma	handwriting	handwriting:2	handwriting	handwriting:-1	handwriting	hand writing|handwriting	hand writing|handwriting	visual_genome	handwriting	joined_variant|exact	handwriting|hand|script	oewn-06371284-n	oewn-06371284-n:noun.communication	oewn-06371284-n:writing	selected_all_immediate_oewn_hypernyms	2	selected_single_source_or_lookup_matched_synset_lemma
oewn-06415495-n	noun.communication	skywriting	skywriting	selected_single_source_or_lookup_matched_synset_lemma	skywriting	skywriting:-1	skywriting	skywriting:-1	skywriting	skywriting	skywriting	visual_genome	skywriting	exact	skywriting	oewn-06371284-n	oewn-06371284-n:noun.communication	oewn-06371284-n:writing	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06415612-n	noun.communication	calligraphy	calligraphy	selected_single_source_or_lookup_matched_synset_lemma	calligraphy	calligraphy:-1	calligraphy	calligraphy:-1	calligraphy	calligraphy	calligraphy	visual_genome	calligraphy	exact	calligraphy|penmanship|chirography	oewn-06415036-n	oewn-06415036-n:noun.communication	oewn-06415036-n:handwriting;hand;script	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06415790-n	noun.communication	scribble	scribble	selected_single_source_or_lookup_matched_synset_lemma	scribble	scribble:-1	scribble	scribble:-1	scribble	scribble|scribbles	scribble|scribbles	visual_genome	scribble	exact|morphy	scribble|scratch|scrawl|cacography	oewn-06415036-n	oewn-06415036-n:noun.communication	oewn-06415036-n:handwriting;hand;script	selected_all_immediate_oewn_hypernyms	2	selected_single_source_or_lookup_matched_synset_lemma
oewn-06416225-n	noun.communication	signature	signature	selected_single_source_or_lookup_matched_synset_lemma	signature	signature:-1	signature	signature:-1	signature	signature|signatures	signature|signatures	visual_genome	signature	exact|morphy	signature	oewn-06344646-n	oewn-06344646-n:noun.communication	oewn-06344646-n:name	selected_all_immediate_oewn_hypernyms	2	selected_single_source_or_lookup_matched_synset_lemma
oewn-06418268-n	noun.communication	epitaph	epitaph	selected_single_source_or_lookup_matched_synset_lemma	epitaph	epitaph:-1	epitaph	epitaph:-1	epitaph	epitaph	epitaph	visual_genome	epitaph	exact	epitaph	oewn-06417342-n	oewn-06417342-n:noun.communication	oewn-06417342-n:inscription;lettering	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06418737-n	noun.communication	autograph	autograph	selected_single_source_or_lookup_matched_synset_lemma	autograph	autograph:0	autograph	autograph:-1	autograph	autograph|autographs	autograph|autographs	visual_genome	autograph	exact|morphy	autograph	oewn-06374360-n	oewn-06374360-n:noun.communication	oewn-06374360-n:writing;written material;piece of writing	selected_all_immediate_oewn_hypernyms	2	selected_single_source_or_lookup_matched_synset_lemma
oewn-06422547-n	noun.communication	book	book	selected_single_source_or_lookup_matched_synset_lemma	book	book:-1	book	book:-1		books	books	visual_genome	book	morphy	book	oewn-06601855-n	oewn-06601855-n:noun.communication	oewn-06601855-n:publication	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06424663-n	noun.communication	cookbook	cookbook	selected_single_source_or_lookup_matched_synset_lemma	cookbook	cookbook:-1	cookbook	cookbook:-1	cookbook	cook book|cookbook|cookbooks	cook book|cookbook|cookbooks	visual_genome	cookbook	joined_variant|exact|morphy	cookbook|cookery book	oewn-06429241-n	oewn-06429241-n:noun.communication	oewn-06429241-n:reference book;reference;reference work;book of facts	selected_all_immediate_oewn_hypernyms	3	selected_single_source_or_lookup_matched_synset_lemma
oewn-06424773-n	noun.communication	instruction book	instruction book	selected_single_source_or_lookup_matched_synset_lemma	instruction book	instruction book:-1	instruction book	instruction book:-1	instruction book	instruction book	instruction book	visual_genome	instruction book	exact	instruction book	oewn-06429241-n	oewn-06429241-n:noun.communication	oewn-06429241-n:reference book;reference;reference work;book of facts	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06426015-n	noun.communication	textbook	textbook	selected_single_source_or_lookup_matched_synset_lemma	textbook	textbook:-1	textbook	textbook:-1	textbook	text book|text books|textbook	text book|text books|textbook	visual_genome	textbook	joined_variant|morphy|exact	textbook|text|text edition|schoolbook|school text	oewn-06422547-n	oewn-06422547-n:noun.communication	oewn-06422547-n:book	selected_all_immediate_oewn_hypernyms	3	selected_single_source_or_lookup_matched_synset_lemma
oewn-06426591-n	noun.communication	primer	primer	selected_single_source_or_lookup_matched_synset_lemma	primer	primer:-1	primer	primer:-1	primer	primer	primer	visual_genome	primer	exact	primer	oewn-06426015-n	oewn-06426015-n:noun.communication	oewn-06426015-n:textbook;text;text edition;schoolbook;school text	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06427062-n	noun.communication	notebook	notebook	selected_single_source_or_lookup_matched_synset_lemma	notebook	notebook:2	notebook	notebook:-1	notebook	note book|notebook|notebooks	note book|notebook|notebooks	visual_genome|lvis	notebook	joined_variant|exact|morphy	notebook	oewn-02873453-n	oewn-02873453-n:noun.artifact	oewn-02873453-n:book;volume	selected_all_immediate_oewn_hypernyms	3	selected_single_source_or_lookup_matched_synset_lemma
oewn-06427692-n	noun.communication	appointment book	appointment book	selected_single_source_or_lookup_matched_synset_lemma	appointment book	appointment book:-1	appointment book	appointment book:-1	appointment book	appointment book	appointment book	visual_genome	appointment book	exact	appointment book|appointment calendar	oewn-06422547-n	oewn-06422547-n:noun.communication	oewn-06422547-n:book	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06427849-n	noun.communication	catalog	catalog	selected_single_source_or_lookup_matched_synset_lemma	catalog	catalog:-1	catalog	catalog:-1	catalog	catalog	catalog	visual_genome	catalog	exact	catalog|catalogue	oewn-06422547-n	oewn-06422547-n:noun.communication	oewn-06422547-n:book	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06428409-n	noun.communication	playbook	playbook	selected_single_source_or_lookup_matched_synset_lemma	playbook	playbook:-1	playbook	playbook:-1	playbook	playbook	playbook	visual_genome	playbook	exact	playbook	oewn-06427062-n	oewn-06427062-n:noun.communication	oewn-06427062-n:notebook	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06429789-n	noun.communication	songbook	songbook	selected_single_source_or_lookup_matched_synset_lemma	songbook	songbook:-1	songbook	songbook:-1		song book	song book	visual_genome	songbook	joined_variant	songbook	oewn-06422547-n	oewn-06422547-n:noun.communication	oewn-06422547-n:book	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06430544-n	noun.communication	dictionary	dictionary	selected_single_source_or_lookup_matched_synset_lemma	dictionary	dictionary:-1	dictionary	dictionary:-1	dictionary	dictionary	dictionary	visual_genome	dictionary	exact	dictionary|lexicon	oewn-06430336-n	oewn-06430336-n:noun.communication	oewn-06430336-n:wordbook	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06432424-n	noun.communication	gloss	gloss	selected_single_source_or_lookup_matched_synset_lemma	gloss	gloss:-1	gloss	gloss:-1	gloss	gloss	gloss	visual_genome	gloss	exact	glossary|gloss	oewn-06430336-n	oewn-06430336-n:noun.communication	oewn-06430336-n:wordbook	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06432944-n	noun.communication	handbook	handbook	selected_single_source_or_lookup_matched_synset_lemma	handbook	handbook:-1	handbook	handbook:-1	handbook	handbook	handbook	visual_genome	handbook	exact	handbook|enchiridion|vade mecum	oewn-06429241-n	oewn-06429241-n:noun.communication	oewn-06429241-n:reference book;reference;reference work;book of facts	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06433328-n	noun.communication	manual	manual	selected_single_source_or_lookup_matched_synset_lemma	manual	manual:-1	manual	manual:-1	manual	manual|manuals	manual|manuals	visual_genome	manual	exact|morphy	manual	oewn-06432944-n	oewn-06432944-n:noun.communication	oewn-06432944-n:handbook;enchiridion;vade mecum	selected_all_immediate_oewn_hypernyms	2	selected_single_source_or_lookup_matched_synset_lemma
oewn-06434383-n	noun.communication	guidebook	guidebook	selected_single_source_or_lookup_matched_synset_lemma	guidebook	guidebook:-1	guidebook	guidebook:-1	guidebook	guidebook	guidebook	visual_genome	guidebook	exact	guidebook|guide	oewn-06432944-n	oewn-06432944-n:noun.communication	oewn-06432944-n:handbook;enchiridion;vade mecum	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06435262-n	noun.communication	directory	directory	selected_single_source_or_lookup_matched_synset_lemma	directory	directory:-1	directory	directory:-1	directory	directory	directory	visual_genome	directory	exact	directory	oewn-06429241-n	oewn-06429241-n:noun.communication	oewn-06429241-n:reference book;reference;reference work;book of facts	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06437074-n	noun.communication	business card	business card	selected_single_source_or_lookup_matched_synset_lemma	business card	business card:-1	business card	business card:-1	business card	business card|business cards	business card|business cards	lvis|visual_genome	business card	exact|morphy	business card	oewn-06489042-n	oewn-06489042-n:noun.communication	oewn-06489042-n:card;identity card	selected_all_immediate_oewn_hypernyms	2	selected_single_source_or_lookup_matched_synset_lemma
oewn-06439057-n	noun.communication	encyclopedia	encyclopedia	selected_single_source_or_lookup_matched_synset_lemma	encyclopedia	encyclopedia:-1	encyclopedia	encyclopedia:-1	encyclopedia	encyclopedia	encyclopedia	visual_genome	encyclopedia	exact	encyclopedia|cyclopedia|encyclopaedia|cyclopaedia	oewn-06429241-n	oewn-06429241-n:noun.communication	oewn-06429241-n:reference book;reference;reference work;book of facts	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06443410-n	noun.communication	Bible	bible	selected_single_source_or_lookup_matched_synset_lemma	Bible	Bible:-1	bible	bible:-1	Bible	Bible	bible	lvis	bible	exact	Bible|Christian Bible|Book|Good Book|Holy Scripture|Holy Writ|Scripture|Word of God|Word	oewn-06441260-n	oewn-06441260-n:noun.communication	oewn-06441260-n:sacred text;sacred writing;religious writing;religious text	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06444919-n	noun.communication	Numbers	numbers	selected_single_source_or_lookup_matched_synset_lemma	Numbers	Numbers:-1	numbers	numbers:-1	Numbers	numbers	numbers	visual_genome	numbers	exact	Numbers|Book of Numbers	oewn-06406508-n	oewn-06406508-n:noun.communication	oewn-06406508-n:book	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06445593-n	noun.communication	Joshua	joshua	selected_single_source_or_lookup_matched_synset_lemma	Joshua	Joshua:0	joshua	joshua:-1	Joshua	joshua	joshua	visual_genome	joshua	exact	Joshua|Josue|Book of Joshua	oewn-06406508-n	oewn-06406508-n:noun.communication	oewn-06406508-n:book	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06445835-n	noun.communication	Judges	judges	selected_single_source_or_lookup_matched_synset_lemma	Judges	Judges:-1	judges	judges:-1	Judges	judges	judges	visual_genome	judges	exact	Judges|Book of Judges	oewn-06406508-n	oewn-06406508-n:noun.communication	oewn-06406508-n:book	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06463561-n	noun.communication	Laws	laws	selected_single_source_or_lookup_matched_synset_lemma	Laws	Laws:-1	laws	laws:-1	Laws	laws	laws	visual_genome	laws	exact	Torah|Pentateuch|Laws	oewn-06441260-n	oewn-06441260-n:noun.communication	oewn-06441260-n:sacred text;sacred writing;religious writing;religious text	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06464994-n	noun.communication	Writings	writings	selected_single_source_or_lookup_matched_synset_lemma	Writings	Writings:-1	writings	writings:-1	Writings	writings	writings	visual_genome	writings	exact	Ketuvim|Hagiographa|Ketubim|Writings	oewn-06441260-n	oewn-06441260-n:noun.communication	oewn-06441260-n:sacred text;sacred writing;religious writing;religious text	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06481545-n	noun.communication	rundown	rundown	selected_single_source_or_lookup_matched_synset_lemma	rundown	rundown:-1	rundown	rundown:-1	rundown	rundown	rundown	visual_genome	rundown	exact	summation|summing up|rundown	oewn-06478678-n	oewn-06478678-n:noun.communication	oewn-06478678-n:summary;sum-up	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06483016-n	noun.communication	certificate	certificate	selected_single_source_or_lookup_matched_synset_lemma	certificate	certificate:-1	certificate	certificate:-1	certificate	certificate|certificates	certificate|certificates	visual_genome	certificate	exact|morphy	certificate|certification|credential|credentials	oewn-06481744-n	oewn-06481744-n:noun.communication	oewn-06481744-n:document;written document;papers	selected_all_immediate_oewn_hypernyms	2	selected_single_source_or_lookup_matched_synset_lemma
oewn-06483408-n	noun.communication	charter	charter	selected_single_source_or_lookup_matched_synset_lemma	charter	charter:-1	charter	charter:-1	charter	charter	charter	visual_genome	charter	exact	charter	oewn-06481744-n	oewn-06481744-n:noun.communication	oewn-06481744-n:document;written document;papers	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06484495-n	noun.communication	copula	copula	selected_single_source_or_lookup_matched_synset_lemma	copula	copula:-1	copula	copula:-1	copula	copula	copula	visual_genome	copula	exact	copula|copulative|linking verb	oewn-06331562-n	oewn-06331562-n:noun.communication	oewn-06331562-n:verb	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06484839-n	noun.communication	copyright	copyright	selected_single_source_or_lookup_matched_synset_lemma	copyright	copyright:-1	copyright	copyright:-1	copyright	copy right|copyright	copy right|copyright	visual_genome	copyright	joined_variant|exact	copyright|right of first publication	oewn-06481744-n|oewn-05184812-n	oewn-06481744-n:noun.communication|oewn-05184812-n:noun.attribute	oewn-06481744-n:document;written document;papers|oewn-05184812-n:legal right	selected_all_immediate_oewn_hypernyms	2	selected_single_source_or_lookup_matched_synset_lemma
oewn-06489042-n	noun.communication	identity card	identity card	selected_single_source_or_lookup_matched_synset_lemma	identity card	identity card:-1	identity card	identity card:-1	identity card	identity card	identity card	lvis	identity card	exact	card|identity card	oewn-06898439-n	oewn-06898439-n:noun.communication	oewn-06898439-n:positive identification	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06489489-n	noun.communication	keycard	keycard	selected_single_source_or_lookup_matched_synset_lemma	keycard	keycard:-1	keycard	keycard:-1	keycard	key card|keycard	key card|keycard	visual_genome|lvis	keycard	joined_variant|exact	keycard	oewn-06489042-n	oewn-06489042-n:noun.communication	oewn-06489042-n:card;identity card	selected_all_immediate_oewn_hypernyms	2	selected_single_source_or_lookup_matched_synset_lemma
oewn-06489870-n	noun.communication	library card	library card	selected_single_source_or_lookup_matched_synset_lemma	library card	library card:-1	library card	library card:-1	library card	library card	library card	visual_genome	library card	exact	library card|borrower's card	oewn-06489042-n	oewn-06489042-n:noun.communication	oewn-06489042-n:card;identity card	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06490253-n	noun.communication	diploma	diploma	selected_single_source_or_lookup_matched_synset_lemma	diploma	diploma:-1	diploma	diploma:-1	diploma	diploma	diploma	visual_genome	diploma	exact	diploma|sheepskin	oewn-06483016-n	oewn-06483016-n:noun.communication	oewn-06483016-n:certificate;certification;credential;credentials	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-06494090-n	noun.communication	item	item	selected_single_source_or_lookup_matched_synset_lemma	item	item:-1	item	item:-1	item	item|items	item|items	visual_genome	item	exact|morphy	item|point	oewn-13831419-n	oewn-13831419-n:noun.relation	oewn-13831419-n:part;portion;component part;component;constituent	selected_all_immediate_oewn_hypernyms	2	selected_single_source_or_lookup_matched_synset_lemma
oewn-06497282-n	noun.communication	docket	docket	selected_single_source_or_lookup_matched_synset_lemma	docket	docket:0	docket	docket:-1	docket	docket	docket	visual_genome	docket	exact	docket	oewn-06499232-n	oewn-06499232-n:noun.communication	oewn-06499232-n:calendar	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
