dataset	category_index	label	label_key	source_version	source_url	source_class	is_mwe_candidate	mwe_candidate_status	selection_status	duplicate_existing_label_key	duplicate_existing_datasets	duplicate_existing_labels	duplicate_existing_selected_oewn_synsets	wordnet_source	wordnet_version	wordnet_lexicon_id	selected_lookup_case	selected_query	has_oewn_noun_synset	oewn_synset_count	selected_oewn_synset	selected_oewn_lexfile	all_oewn_synsets	all_oewn_lexfiles	synset_lemmas	canonical_surface	canonical_selection_tag	canonical_candidate_lemmas	canonical_candidate_lemma_counts	parent_oewn_synsets	parent_oewn_lexfiles	parent_lemmas	parent_selection_tag	selected_oewn_objectness_class	objectness_gate	manual_decision	manual_decision_note	sense_counts_available	wn30_available	wn30_selection_tag	wn30_lemma_counts	synset_selection_tag	decision_basis
objects365	222	Printer	printer	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	printer	true	3	oewn-04011143-n	noun.artifact	oewn-10494882-n|oewn-04011143-n|oewn-04010851-n	oewn-10494882-n:noun.person:printer|oewn-04011143-n:noun.artifact:printer|oewn-04010851-n:noun.artifact:printer;printing machine	printer	printer	selected_single_label_or_lookup_matched_wordnet_lemma	printer	printer:0	oewn-03922839-n|oewn-04010851-n	oewn-03922839-n:noun.artifact|oewn-04010851-n:noun.artifact	oewn-03922839-n:peripheral;computer peripheral;peripheral device|oewn-04010851-n:printer;printing machine	selected_all_immediate_oewn_hypernyms	object_compatible	manual_override	select:oewn-04011143-n	user-approved first-allowed-candidate decision: exclude person candidate and choose first artifact candidate	false	true	wn30_all_zero	oewn-10494882-n:printer%1:18:00:::printer.n.01:0|oewn-04011143-n:printer%1:06:01:::printer.n.02:0|oewn-04010851-n:printer%1:06:00:::printer.n.03:0	first_object_compatible_fallback	first_object_compatible_fallback
objects365	223	Watermelon	watermelon	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	watermelon	true	2	oewn-07772927-n	noun.food	oewn-12184582-n|oewn-07772927-n	oewn-12184582-n:noun.plant:watermelon;watermelon vine;Citrullus vulgaris|oewn-07772927-n:noun.food:watermelon	watermelon	watermelon	selected_single_label_or_lookup_matched_wordnet_lemma	watermelon	watermelon:0	oewn-07771387-n	oewn-07771387-n:noun.food	oewn-07771387-n:melon	selected_all_immediate_oewn_hypernyms	object_compatible	manual_override	select:oewn-07772927-n	user-approved ambiguous decision: food sense	false	true	wn30_all_zero	oewn-12184582-n:watermelon%1:20:00:::watermelon.n.01:0|oewn-07772927-n:watermelon%1:13:00:::watermelon.n.02:0	manual_select	manual_select
objects365	224	Saxophone	saxophone	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	saxophone	true	1	oewn-04148141-n	noun.artifact	oewn-04148141-n	oewn-04148141-n:noun.artifact:sax;saxophone	sax|saxophone	saxophone	selected_single_label_or_lookup_matched_wordnet_lemma	saxophone	saxophone:0	oewn-04229922-n	oewn-04229922-n:noun.artifact	oewn-04229922-n:single-reed instrument;single-reed woodwind	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
objects365	225	Tissue	tissue	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	tissue	true	2	oewn-05274844-n	noun.body	oewn-05274844-n|oewn-15099529-n	oewn-05274844-n:noun.body:tissue|oewn-15099529-n:noun.substance:tissue;tissue paper	tissue	tissue	selected_single_label_or_lookup_matched_wordnet_lemma	tissue	tissue:37	oewn-05227735-n	oewn-05227735-n:noun.body	oewn-05227735-n:body part	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-05274844-n:tissue%1:08:00:::tissue.n.01:37|oewn-15099529-n:tissue%1:27:02:::tissue.n.02:4	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate
objects365	226	Toothbrush	toothbrush	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	duplicate_existing_label_key	true	COCO	toothbrush	oewn-04460427-n				duplicate_existing_label_key																										duplicate_existing_label_key
objects365	227	Ice cream	ice cream	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	ice cream	true	1	oewn-07630109-n	noun.food	oewn-07630109-n	oewn-07630109-n:noun.food:ice cream;icecream	ice cream|icecream	ice cream	selected_by_source_label_surface_after_wn30_tie	ice cream|icecream	ice cream:1|icecream:1	oewn-07626967-n	oewn-07626967-n:noun.food	oewn-07626967-n:frozen dessert	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
objects365	228	Hotair ballon	hotair ballon	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	true	unresolved	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0							not_applicable_no_selected_synset						not_applicable_no_selected_synset		not_applicable			false	true			unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
objects365	229	Cello	cello	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	cello	true	1	oewn-02995666-n	noun.artifact	oewn-02995666-n	oewn-02995666-n:noun.artifact:cello;violoncello	cello|violoncello	cello	selected_single_label_or_lookup_matched_wordnet_lemma	cello	cello:0	oewn-02883788-n	oewn-02883788-n:noun.artifact	oewn-02883788-n:bowed stringed instrument;string	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
objects365	230	French Fries	french fries	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	french fries	true	1	oewn-07726825-n	noun.food	oewn-07726825-n	oewn-07726825-n:noun.food:french fries;french-fried potatoes;fries;chips	french fries|french-fried potatoes|fries|chips	french fries	selected_single_label_or_lookup_matched_wordnet_lemma	french fries	french fries:0	oewn-07726361-n	oewn-07726361-n:noun.food	oewn-07726361-n:potato;white potato;Irish potato;murphy;spud;tater	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
objects365	231	Scale	scale	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	scale	true	10	oewn-13176554-n	noun.plant	oewn-13872501-n|oewn-13837554-n|oewn-13839074-n|oewn-13176554-n|oewn-09448485-n|oewn-06869618-n|oewn-04149040-n|oewn-04148903-n|oewn-03965995-n|oewn-01905518-n	oewn-13872501-n:noun.relation:scale;scale of measurement;graduated table;ordered series|oewn-13837554-n:noun.relation:scale|oewn-13839074-n:noun.relation:scale|oewn-13176554-n:noun.plant:scale;scale leaf|oewn-09448485-n:noun.object:scale;scurf;exfoliation|oewn-06869618-n:noun.communication:scale;musical scale|oewn-04149040-n:noun.artifact:scale;weighing machine|oewn-04148903-n:noun.artifact:scale|oewn-03965995-n:noun.artifact:plate;scale;shell|oewn-01905518-n:noun.animal:scale	scale|scale leaf	scale	selected_single_label_or_lookup_matched_wordnet_lemma	scale	scale:2	oewn-13173519-n	oewn-13173519-n:noun.plant	oewn-13173519-n:leaf;leafage;foliage	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-13176554-n:scale%1:20:00:::scale.n.04:2|oewn-09448485-n:scale%1:17:00:::scale.n.05:0|oewn-06869618-n:scale%1:10:00:::scale.n.06:0|oewn-04149040-n:scale%1:06:02:::scale.n.07:0|oewn-04148903-n:scale%1:06:00:::scale.n.08:0|oewn-03965995-n:scale%1:06:03:::plate.n.14:0|oewn-01905518-n:scale%1:05:00:::scale.n.10:0	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate
objects365	232	Trophy	trophy	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	trophy	true	2	oewn-04495252-n	noun.artifact	oewn-06722381-n|oewn-04495252-n	oewn-06722381-n:noun.communication:trophy|oewn-04495252-n:noun.artifact:trophy;prize	trophy|prize	trophy	selected_single_label_or_lookup_matched_wordnet_lemma	trophy	trophy:0	oewn-06709228-n	oewn-06709228-n:noun.communication	oewn-06709228-n:award;accolade;honor;honour;laurels	selected_all_immediate_oewn_hypernyms	object_compatible	manual_override	select:oewn-04495252-n	user-approved ambiguous decision: trophy/prize artifact sense	false	true	wn30_all_zero	oewn-06722381-n:trophy%1:10:00:::trophy.n.01:0|oewn-04495252-n:trophy%1:06:00:::trophy.n.02:0	manual_select	manual_select
objects365	233	Cabbage	cabbage	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	cabbage	true	3	oewn-07729640-n	noun.food	oewn-07729640-n|oewn-13406389-n|oewn-11896160-n	oewn-07729640-n:noun.food:cabbage;chou|oewn-13406389-n:noun.possession:boodle;bread;cabbage;clams;dinero;dough;gelt;kale;lettuce;lolly;lucre;loot;moolah;pelf;scratch;shekels;simoleons;sugar;wampum|oewn-11896160-n:noun.plant:cabbage;cultivated cabbage;Brassica oleracea	cabbage|chou	cabbage	selected_single_label_or_lookup_matched_wordnet_lemma	cabbage	cabbage:1	oewn-07729140-n	oewn-07729140-n:noun.food	oewn-07729140-n:cruciferous vegetable	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-07729640-n:cabbage%1:13:00:::cabbage.n.01:1|oewn-13406389-n:cabbage%1:21:00:::boodle.n.01:0|oewn-11896160-n:cabbage%1:20:00:::cabbage.n.03:0	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate
objects365	234	Hot dog	hot dog	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	true	duplicate_existing_label_key	duplicate_existing_label_key	true	COCO	hot dog	oewn-07713282-n				duplicate_existing_label_key																										duplicate_existing_label_key
objects365	235	Blender	blender	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	blender	true	1	oewn-02853991-n	noun.artifact	oewn-02853991-n	oewn-02853991-n:noun.artifact:blender;liquidizer;liquidiser	blender|liquidizer|liquidiser	blender	selected_single_label_or_lookup_matched_wordnet_lemma	blender	blender:0	oewn-03780732-n	oewn-03780732-n:noun.artifact	oewn-03780732-n:mixer	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
objects365	236	Peach	peach	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	peach	true	4	oewn-07766980-n	noun.food	oewn-12668806-n|oewn-10633512-n|oewn-07766980-n|oewn-04978942-n	oewn-12668806-n:noun.plant:peach;peach tree;Prunus persica|oewn-10633512-n:noun.person:smasher;stunner;knockout;beauty;ravisher;sweetheart;peach;lulu;looker;mantrap;dish|oewn-07766980-n:noun.food:peach|oewn-04978942-n:noun.attribute:yellowish pink;apricot;peach;salmon pink	peach	peach	selected_single_label_or_lookup_matched_wordnet_lemma	peach	peach:0	oewn-07721676-n|oewn-13159085-n	oewn-07721676-n:noun.food|oewn-13159085-n:noun.plant	oewn-07721676-n:edible fruit|oewn-13159085-n:drupe;stone fruit	selected_all_immediate_oewn_hypernyms	object_compatible	manual_override	select:oewn-07766980-n	user-approved ambiguous decision: food sense	false	true	wn30_all_zero	oewn-12668806-n:peach%1:20:00:::peach.n.01:0|oewn-10633512-n:peach%1:18:00:::smasher.n.02:0|oewn-07766980-n:peach%1:13:00:::peach.n.03:0	manual_select	manual_select
objects365	237	Rice	rice	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	rice	true	4	oewn-07820299-n	noun.food	oewn-11279767-n|oewn-07820299-n|oewn-11279625-n|oewn-12146407-n	oewn-11279767-n:noun.person:Rice;Sir Tim Rice;Timothy Miles Bindon Rice|oewn-07820299-n:noun.food:rice|oewn-11279625-n:noun.person:Rice;Elmer Rice;Elmer Leopold Rice;Elmer Reizenstein|oewn-12146407-n:noun.plant:rice	rice	rice	selected_single_label_or_lookup_matched_wordnet_lemma	rice	rice:5	oewn-07818393-n|oewn-07582428-n	oewn-07818393-n:noun.food|oewn-07582428-n:noun.food	oewn-07818393-n:grain;food grain;cereal|oewn-07582428-n:starches	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-11279767-n:rice%1:18:01:::rice.n.03:0|oewn-07820299-n:rice%1:13:00:::rice.n.01:5|oewn-11279625-n:rice%1:18:00:::rice.n.04:0|oewn-12146407-n:rice%1:20:00:::rice.n.02:4	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate
objects365	238	Wallet/Purse	wallet/purse	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0							not_applicable_no_selected_synset						not_applicable_no_selected_synset		not_applicable			false	true			unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
objects365	239	Volleyball	volleyball	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	volleyball	true	2	oewn-04547339-n	noun.artifact	oewn-00481222-n|oewn-04547339-n	oewn-00481222-n:noun.act:volleyball;volleyball game;volley ball|oewn-04547339-n:noun.artifact:volleyball;volley ball	volleyball|volley ball	volleyball	selected_by_source_label_surface_after_wn30_all_zero	volleyball|volley ball	volleyball:0|volley ball:0	oewn-02781674-n	oewn-02781674-n:noun.artifact	oewn-02781674-n:ball	selected_all_immediate_oewn_hypernyms	object_compatible	manual_override	select:oewn-04547339-n	user-approved ambiguous decision: volleyball ball artifact sense	false	true	wn30_all_zero	oewn-04547339-n:volleyball%1:06:00:::volleyball.n.02:0;volley_ball%1:06:01::=wn30_missing	manual_select	manual_select
objects365	240	Deer	deer	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	deer	true	1	oewn-02432691-n	noun.animal	oewn-02432691-n	oewn-02432691-n:noun.animal:deer;cervid	deer|cervid	deer	selected_single_label_or_lookup_matched_wordnet_lemma	deer	deer:2	oewn-02401652-n	oewn-02401652-n:noun.animal	oewn-02401652-n:ruminant	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
objects365	241	Goose	goose	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	goose	true	3	oewn-01858313-n	noun.animal	oewn-01858313-n|oewn-10177319-n|oewn-07662430-n	oewn-01858313-n:noun.animal:goose|oewn-10177319-n:noun.person:fathead;goof;goofball;bozo;jackass;goose;cuckoo;twat;zany|oewn-07662430-n:noun.food:goose	goose	goose	selected_single_label_or_lookup_matched_wordnet_lemma	goose	goose:3	oewn-01848118-n	oewn-01848118-n:noun.animal	oewn-01848118-n:anseriform bird	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-01858313-n:goose%1:05:00:::goose.n.01:3|oewn-10177319-n:goose%1:18:00:::fathead.n.01:0|oewn-07662430-n:goose%1:13:00:::goose.n.03:0	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate
objects365	242	Tape	tape	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	tape	true	5	oewn-04398656-n	noun.artifact	oewn-04398656-n|oewn-04398925-n|oewn-08701724-n|oewn-04399200-n|oewn-03713575-n	oewn-04398656-n:noun.artifact:tape|oewn-04398925-n:noun.artifact:tape;tape recording;taping|oewn-08701724-n:noun.location:tape|oewn-04399200-n:noun.artifact:tape;tapeline;tape measure|oewn-03713575-n:noun.artifact:magnetic tape;mag tape;tape	tape	tape	selected_single_label_or_lookup_matched_wordnet_lemma	tape	tape:10	oewn-04346369-n	oewn-04346369-n:noun.artifact	oewn-04346369-n:strip;slip	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-04398656-n:tape%1:06:00:::tape.n.01:10|oewn-04398925-n:tape%1:06:01:::tape.n.02:2|oewn-08701724-n:tape%1:15:00:::tape.n.03:0|oewn-04399200-n:tape%1:06:03:::tape.n.04:0|oewn-03713575-n:tape%1:06:04:::magnetic_tape.n.01:0	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate
objects365	243	Tablet	tablet	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	tablet	true	5	oewn-04388389-n	noun.artifact	oewn-04388389-n|oewn-14997692-n|oewn-04388270-n|oewn-03942844-n|oewn-80957881-n	oewn-04388389-n:noun.artifact:tablet|oewn-14997692-n:noun.substance:pad;pad of paper;tablet|oewn-04388270-n:noun.artifact:tablet|oewn-03942844-n:noun.artifact:pill;lozenge;tablet;tab|oewn-80957881-n:noun.artifact:tablet;tablet computer	tablet	tablet	selected_single_label_or_lookup_matched_wordnet_lemma	tablet	tablet:1	oewn-04240514-n	oewn-04240514-n:noun.artifact	oewn-04240514-n:slab	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-04388389-n:tablet%1:06:02:::tablet.n.01:1|oewn-14997692-n:tablet%1:27:00:::pad.n.01:0|oewn-04388270-n:tablet%1:06:01:::tablet.n.03:0|oewn-03942844-n:tablet%1:06:00:::pill.n.02:0|oewn-80957881-n:wn30_missing	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate
objects365	244	Cosmetics	cosmetics	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	morphy	cosmetic	true	1	oewn-03117803-n	noun.artifact	oewn-03117803-n	oewn-03117803-n:noun.artifact:cosmetic	cosmetic	cosmetic	selected_single_label_or_lookup_matched_wordnet_lemma	cosmetic	cosmetic:0	oewn-04454577-n	oewn-04454577-n:noun.artifact	oewn-04454577-n:toiletry;toilet articles	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
objects365	245	Trumpet	trumpet	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	trumpet	true	1	oewn-03115320-n	noun.artifact	oewn-03115320-n	oewn-03115320-n:noun.artifact:cornet;horn;trumpet;trump	cornet|horn|trumpet|trump	trumpet	selected_single_label_or_lookup_matched_wordnet_lemma	trumpet	trumpet:1	oewn-02895029-n	oewn-02895029-n:noun.artifact	oewn-02895029-n:brass;brass instrument	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
objects365	246	Pineapple	pineapple	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	pineapple	true	2	oewn-07769251-n	noun.food	oewn-12628217-n|oewn-07769251-n	oewn-12628217-n:noun.plant:pineapple;pineapple plant;Ananas comosus|oewn-07769251-n:noun.food:pineapple;ananas	pineapple|ananas	pineapple	selected_single_label_or_lookup_matched_wordnet_lemma	pineapple	pineapple:0	oewn-07721676-n	oewn-07721676-n:noun.food	oewn-07721676-n:edible fruit	selected_all_immediate_oewn_hypernyms	object_compatible	manual_override	select:oewn-07769251-n	user-approved ambiguous decision: food sense	false	true	wn30_all_zero	oewn-12628217-n:pineapple%1:20:00:::pineapple.n.01:0|oewn-07769251-n:pineapple%1:13:00:::pineapple.n.02:0	manual_select	manual_select
objects365	247	Golf Ball	golf ball	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	golf ball	true	1	oewn-03450710-n	noun.artifact	oewn-03450710-n	oewn-03450710-n:noun.artifact:golf ball	golf ball	golf ball	selected_single_label_or_lookup_matched_wordnet_lemma	golf ball	golf ball:0	oewn-02781674-n|oewn-03451776-n	oewn-02781674-n:noun.artifact|oewn-03451776-n:noun.artifact	oewn-02781674-n:ball|oewn-03451776-n:golf equipment	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
objects365	248	Ambulance	ambulance	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	ambulance	true	1	oewn-02703861-n	noun.artifact	oewn-02703861-n	oewn-02703861-n:noun.artifact:ambulance	ambulance	ambulance	selected_single_label_or_lookup_matched_wordnet_lemma	ambulance	ambulance:3	oewn-02961779-n	oewn-02961779-n:noun.artifact	oewn-02961779-n:car;auto;automobile;machine;motorcar	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
objects365	249	Parking meter	parking meter	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	true	duplicate_existing_label_key	duplicate_existing_label_key	true	COCO	parking meter	oewn-03897029-n				duplicate_existing_label_key																										duplicate_existing_label_key
objects365	250	Mango	mango	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	mango	true	2	oewn-07780131-n	noun.food	oewn-12782044-n|oewn-07780131-n	oewn-12782044-n:noun.plant:mango;mango tree;Mangifera indica|oewn-07780131-n:noun.food:mango	mango	mango	selected_single_label_or_lookup_matched_wordnet_lemma	mango	mango:0	oewn-07721676-n	oewn-07721676-n:noun.food	oewn-07721676-n:edible fruit	selected_all_immediate_oewn_hypernyms	object_compatible	manual_override	select:oewn-07780131-n	user-approved ambiguous decision: food sense	false	true	wn30_all_zero	oewn-12782044-n:mango%1:20:00:::mango.n.01:0|oewn-07780131-n:mango%1:13:00:::mango.n.02:0	manual_select	manual_select
