dataset	category_id	mid	label	label_key	source_version	source_url	hierarchy_url	source_class	openimages_parent_mids	openimages_parent_labels	openimages_child_mids	openimages_child_labels
openimages	/m/02pkr5	/m/02pkr5	Plumbing fixture	plumbing fixture	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0bl9f		/m/0130jx|/m/01vbnl|/m/02f9f_|/m/02jz0l|/m/03dnzn|/m/09g1w	Sink|Bidet|Shower|Tap|Bathtub|Toilet
openimages	/m/02pv19	/m/02pv19	Stop sign	stop sign	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/01mqdt	Traffic sign		
openimages	/m/02rdsp	/m/02rdsp	Office supplies	office supplies	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0bl9f		/m/01lsmm|/m/01n5jq|/m/024d2|/m/025dyy|/m/025fsf|/m/02d9qx|/m/02ddwp|/m/02fh7f|/m/02xqq|/m/03m3vtv|/m/04zwwv|/m/05676x|/m/05gqfk|/m/080n7g|/m/09gtd|/m/0frqm|/m/0k1tl	Scissors|Poster|Calculator|Box|Stapler|Whiteboard|Pencil sharpener|Eraser|Fax|Adhesive tape|Ring binder|Pencil case|Plastic bag|Paper cutter|Toilet paper|Envelope|Pen
openimages	/m/02rgn06	/m/02rgn06	Volleyball	volleyball	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/018xm	Ball		
openimages	/m/02s195	/m/02s195	Vase	vase	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0bl9f			
openimages	/m/02tsc9	/m/02tsc9	Slow cooker	slow cooker	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0h99cwc	Kitchen appliance		
openimages	/m/02vkqh8	/m/02vkqh8	Wardrobe	wardrobe	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0c_jw	Furniture		
openimages	/m/02vqfm	/m/02vqfm	Coffee	coffee	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0271t	Drink		
openimages	/m/02vwcm	/m/02vwcm	Whisk	whisk	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/03hlz0c	Kitchen utensil		
openimages	/m/02w3r3	/m/02w3r3	Paper towel	paper towel	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0bl9f			
openimages	/m/02w3_ws	/m/02w3_ws	Personal care	personal care	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0bl9f		/m/012xff|/m/017ftj|/m/02_n6y|/m/05441v|/m/08p92x|/m/0f571|/m/0jyfg|/m/0qmmr	Toothbrush|Sunglasses|Goggles|Crutch|Cream|Diaper|Glasses|Wheelchair
openimages	/m/02wbm	/m/02wbm	Food	food	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0bl9f		/m/01_bhs|/m/01dwsz|/m/01dwwc|/m/01j3zr|/m/01ww8y|/m/0270h|/m/0284d|/m/02g30s|/m/02xwb|/m/033cnk|/m/052lwg6|/m/052sf|/m/05z55|/m/0663v|/m/06nwz|/m/07030|/m/07crc|/m/07mcwg|/m/0f4s2w|/m/0fz0h|/m/0l515	Fast food|Waffle|Pancake|Burrito|Snack|Dessert|Dairy|Guacamole|Fruit|Egg|Baked goods|Mushroom|Pasta|Pizza|Seafood|Sushi|Taco|Cooking spray|Vegetable|Honeycomb|Sandwich
openimages	/m/02wbtzl	/m/02wbtzl	Sun hat	sun hat	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/02dl1y	Hat		
openimages	/m/02wg_p	/m/02wg_p	Tree house	tree house	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0cgh4	Building		
openimages	/m/02wmf	/m/02wmf	Flying disc	flying disc	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0138tl|/m/05y5lj	Toy|Sports equipment		
openimages	/m/02wv6h6	/m/02wv6h6	Skirt	skirt	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/09j2d	Clothing	/m/01cmb2	Miniskirt
openimages	/m/02wv84t	/m/02wv84t	Gas stove	gas stove	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/019dx1	Home appliance		
openimages	/m/02x8cch	/m/02x8cch	Salt and pepper shakers	salt and pepper shakers	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/04brg2	Tableware		
openimages	/m/02x984l	/m/02x984l	Mechanical fan	mechanical fan	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/019dx1	Home appliance		
openimages	/m/02xb7qb	/m/02xb7qb	Face powder	face powder	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/014trl	Cosmetics		
openimages	/m/02xqq	/m/02xqq	Fax	fax	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/02rdsp	Office supplies		
openimages	/m/02xwb	/m/02xwb	Fruit	fruit	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/02wbm	Food	/m/014j1m|/m/0388q|/m/043nyj|/m/061_f|/m/07fbm7|/m/07j87|/m/09k_b|/m/09qck|/m/0cyhj_|/m/0dj6p|/m/0fldg|/m/0fp6w|/m/0hqkz|/m/0jwn_|/m/0kpqd|/m/0kpt_	Apple|Grape|Common fig|Pear|Strawberry|Tomato|Lemon|Banana|Orange|Peach|Mango|Pineapple|Grapefruit|Pomegranate|Watermelon|Cantaloupe
openimages	/m/02y6n	/m/02y6n	French fries	french fries	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/01_bhs	Fast food		
openimages	/m/02z51p	/m/02z51p	Nightstand	nightstand	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0c_jw	Furniture		
openimages	/m/02zn6n	/m/02zn6n	Barrel	barrel	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/011q46kg	Container		
openimages	/m/02zt3	/m/02zt3	Kite	kite	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0138tl	Toy		
openimages	/m/02zvsm	/m/02zvsm	Tart	tart	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0hnyx	Pastry		
openimages	/m/030610	/m/030610	Treadmill	treadmill	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/05y5lj	Sports equipment		
openimages	/m/0306r	/m/0306r	Fox	fox	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/01lrl	Carnivore		
openimages	/m/03120	/m/03120	Flag	flag	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0bl9f			
openimages	/m/0319l	/m/0319l	Horn	horn	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/04szw	Musical instrument		
openimages	/m/031b6r	/m/031b6r	Window blind	window blind	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0bl9f			
openimages	/m/031n1	/m/031n1	Human foot	human foot	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0bl9f			
openimages	/m/0323sq	/m/0323sq	Golf cart	golf cart	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/01prls	Land vehicle		
openimages	/m/032b3c	/m/032b3c	Jacket	jacket	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/09j2d	Clothing		
openimages	/m/033cnk	/m/033cnk	Egg	egg	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/02wbm	Food		
openimages	/m/033rq4	/m/033rq4	Street light	street light	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0bl9f			
openimages	/m/0342h	/m/0342h	Guitar	guitar	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/04szw	Musical instrument		
openimages	/m/034c16	/m/034c16	Pillow	pillow	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0bl9f			
openimages	/m/035r7c	/m/035r7c	Human leg	human leg	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0bl9f			
openimages	/m/035vxb	/m/035vxb	Isopod	isopod	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/03hl4l9	Marine invertebrates		
openimages	/m/0388q	/m/0388q	Grape	grape	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/02xwb	Fruit		
openimages	/m/039xj_	/m/039xj_	Human ear	human ear	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0bl9f			
openimages	/m/03bbps	/m/03bbps	Power plugs and sockets	power plugs and sockets	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0bl9f			
openimages	/m/03bj1	/m/03bj1	Panda	panda	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/01dws	Bear		
openimages	/m/03bk1	/m/03bk1	Giraffe	giraffe	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/04rky	Mammal		
openimages	/m/03bt1vf	/m/03bt1vf	Woman	woman	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/01g317	Person		
openimages	/m/03c7gz	/m/03c7gz	Door handle	door handle	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0bl9f			
openimages	/m/03d443	/m/03d443	Rhinoceros	rhinoceros	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/04rky	Mammal		
openimages	/m/03dnzn	/m/03dnzn	Bathtub	bathtub	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/02pkr5	Plumbing fixture		
openimages	/m/03fj2	/m/03fj2	Goldfish	goldfish	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0ch_cf	Fish		
openimages	/m/03fp41	/m/03fp41	Houseplant	houseplant	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/05s2s	Plant		
openimages	/m/03fwl	/m/03fwl	Goat	goat	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/04rky	Mammal		
openimages	/m/03g8mr	/m/03g8mr	Baseball bat	baseball bat	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/05y5lj	Sports equipment		
openimages	/m/03grzl	/m/03grzl	Baseball glove	baseball glove	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0174n1|/m/05y5lj	Glove|Sports equipment		
openimages	/m/03hj559	/m/03hj559	Mixing bowl	mixing bowl	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/04brg2	Tableware		
openimages	/m/03hl4l9	/m/03hl4l9	Marine invertebrates	marine invertebrates	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/03xxp	Invertebrate	/m/01h8tj|/m/035vxb|/m/09gys|/m/0cjq5|/m/0d8zb|/m/0ll1f78|/m/0n28_	Starfish|Isopod|Squid|Lobster|Jellyfish|Shrimp|Crab
openimages	/m/03hlz0c	/m/03hlz0c	Kitchen utensil	kitchen utensil	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/03_wxk|/m/07k1x	Kitchenware|Tool	/m/01_5g|/m/027rl48|/m/02d1br|/m/02mqfb|/m/02pdsw|/m/02vwcm|/m/03v5tg|/m/04ctx|/m/04f5ws|/m/07v9_z|/m/08ks85|/m/0cmx8|/m/0dt3t	Chopsticks|Ladle|Spatula|Can opener|Cutting board|Whisk|Drinking straw|Knife|Bottle opener|Measuring cup|Pizza cutter|Spoon|Fork
openimages	/m/03jbxj	/m/03jbxj	Light switch	light switch	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0bl9f			
openimages	/m/03jm5	/m/03jm5	House	house	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0cgh4	Building		
openimages	/m/03k3r	/m/03k3r	Horse	horse	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/04rky	Mammal		
openimages	/m/03kt2w	/m/03kt2w	Stationary bicycle	stationary bicycle	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/05y5lj	Sports equipment		
openimages	/m/03l9g	/m/03l9g	Hammer	hammer	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/07k1x	Tool		
openimages	/m/03ldnb	/m/03ldnb	Ceiling fan	ceiling fan	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/019dx1	Home appliance		
openimages	/m/03m3pdh	/m/03m3pdh	Sofa bed	sofa bed	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/02crq1	Couch		
openimages	/m/03m3vtv	/m/03m3vtv	Adhesive tape	adhesive tape	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/02rdsp	Office supplies		
openimages	/m/03m5k	/m/03m5k	Harp	harp	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/04szw	Musical instrument		
openimages	/m/03nfch	/m/03nfch	Sandal	sandal	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/09j5n	Footwear		
openimages	/m/03p3bw	/m/03p3bw	Bicycle helmet	bicycle helmet	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0zvk5	Helmet		
openimages	/m/03q5c7	/m/03q5c7	Saucer	saucer	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/04brg2	Tableware		
openimages	/m/03q5t	/m/03q5t	Harpsichord	harpsichord	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/04szw	Musical instrument		
openimages	/m/03q69	/m/03q69	Human hair	human hair	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0bl9f			
openimages	/m/03qhv5	/m/03qhv5	Heater	heater	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/019dx1	Home appliance		
openimages	/m/03qjg	/m/03qjg	Harmonica	harmonica	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/04szw	Musical instrument		
openimages	/m/03qrc	/m/03qrc	Hamster	hamster	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/04rky	Mammal		
openimages	/m/03rszm	/m/03rszm	Curtain	curtain	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0bl9f			
openimages	/m/03ssj5	/m/03ssj5	Bed	bed	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0c_jw	Furniture	/m/026qbn5|/m/061hd_	Studio couch|Infant bed
openimages	/m/03s_tn	/m/03s_tn	Kettle	kettle	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/019dx1	Home appliance		
openimages	/m/03tw93	/m/03tw93	Fireplace	fireplace	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0bl9f			
openimages	/m/03txqz	/m/03txqz	Scale	scale	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/07k1x	Tool		
openimages	/m/03v5tg	/m/03v5tg	Drinking straw	drinking straw	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/03hlz0c	Kitchen utensil		
openimages	/m/03vt0	/m/03vt0	Insect	insect	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/03xxp	Invertebrate	/m/01h3n|/m/020jm|/m/0_k2|/m/0d_2m|/m/0ft9s	Bee|Beetle|Ant|Moths and butterflies|Dragonfly
openimages	/m/03wvsk	/m/03wvsk	Hair dryer	hair dryer	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/019dx1	Home appliance		
openimages	/m/03_wxk	/m/03_wxk	Kitchenware	kitchenware	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0bl9f		/m/03hlz0c|/m/04brg2|/m/04v6l4|/m/084rd|/m/0h8kx63|/m/0h99cwc	Kitchen utensil|Tableware|Frying pan|Wok|Spice rack|Kitchen appliance
openimages	/m/03wym	/m/03wym	Indoor rower	indoor rower	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/05y5lj	Sports equipment		
openimages	/m/03xxp	/m/03xxp	Invertebrate	invertebrate	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0jbk	Animal	/m/0175cv|/m/019h78|/m/03hl4l9|/m/03vt0|/m/0755b|/m/084hf|/m/09kmb|/m/0_cp5|/m/0f9_l	Tick|Centipede|Marine invertebrates|Insect|Scorpion|Worm|Spider|Oyster|Snail
openimages	/m/03y6mg	/m/03y6mg	Food processor	food processor	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0h99cwc	Kitchen appliance		
