dataset	category_id	label	label_key	source_version	source_url	source_class	lvis_name	lvis_synset	lvis_synonyms	lvis_def	lvis_frequency	lvis_image_count	lvis_instance_count	is_mwe_candidate	mwe_candidate_status	selection_status	duplicate_existing_label_key	duplicate_existing_datasets	duplicate_existing_labels	duplicate_existing_selected_oewn_synsets	wordnet_source	wordnet_version	wordnet_lexicon_id	selected_lookup_case	selected_query	has_oewn_noun_synset	oewn_synset_count	selected_oewn_synset	selected_oewn_lexfile	all_oewn_synsets	all_oewn_lexfiles	synset_lemmas	parent_oewn_synsets	parent_oewn_lexfiles	parent_lemmas	parent_selection_tag	selected_oewn_objectness_class	objectness_gate	manual_decision	manual_decision_note	sense_counts_available	wn30_available	wn30_selection_tag	wn30_lemma_counts	lvis_synset_matched_oewn_synsets	synset_selection_tag	decision_basis
lvis	615	knife	knife	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	knife	knife.n.01	knife	tool with a blade and point used as a cutting instrument	f	368	735	false	not_mwe	duplicate_existing_label_key	true	COCO	knife	oewn-03628765-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	616	knitting needle	knitting needle	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	knitting_needle	knitting_needle.n.01	knitting_needle	needle consisting of a slender rod with pointed ends; usually used in pairs	r	0	0	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	knitting needle	true	1	oewn-03630937-n	noun.artifact	oewn-03630937-n	oewn-03630937-n:noun.artifact:knitting needle	knitting needle	oewn-03821676-n	oewn-03821676-n:noun.artifact	oewn-03821676-n:needle	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	617	knob	knob	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	knob	knob.n.02	knob	a round handle often found on a door	f	277	1483	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	knob	true	4	oewn-03631305-n	noun.artifact	oewn-03631406-n|oewn-03631305-n|oewn-13918679-n|oewn-03631563-n	oewn-03631406-n:noun.artifact:knob;boss|oewn-03631305-n:noun.artifact:knob|oewn-13918679-n:noun.shape:node;knob;thickening|oewn-03631563-n:noun.artifact:knob;pommel	knob	oewn-03491080-n	oewn-03491080-n:noun.artifact	oewn-03491080-n:handle;grip;handgrip;hold	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			oewn-03631305-n	selected_by_lvis_synset_metadata	selected_by_lvis_synset_metadata
lvis	618	knocker (on a door)	knocker (on a door)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	knocker_(on_a_door)	knocker.n.05	knocker_(on_a_door)|doorknocker	a device (usually metal and ornamental) attached by a hinge to a door	r	2	2	true	unresolved	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0									not_applicable_no_selected_synset		not_applicable			false	true				unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
lvis	619	koala	koala	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	koala	koala.n.01	koala|koala_bear	sluggish tailless Australian marsupial with grey furry ears and coat	r	1	1	false	not_mwe	duplicate_existing_label_key	true	openimages	Koala	oewn-01885355-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	620	lab coat	lab coat	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	lab_coat	lab_coat.n.01	lab_coat|laboratory_coat	a light coat worn to protect clothing from substances used while working in a laboratory	r	3	4	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	lab coat	true	1	oewn-03635674-n	noun.artifact	oewn-03635674-n	oewn-03635674-n:noun.artifact:lab coat;laboratory coat	lab coat|laboratory coat	oewn-03061006-n	oewn-03061006-n:noun.artifact	oewn-03061006-n:coat	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	621	ladder	ladder	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	ladder	ladder.n.01	ladder	steps consisting of two parallel members connected by rungs	f	117	167	false	not_mwe	duplicate_existing_label_key	true	objects365	Ladder	oewn-03637568-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	622	ladle	ladle	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	ladle	ladle.n.01	ladle	a spoon-shaped vessel with a long handle frequently used to transfer liquids	c	17	42	false	not_mwe	duplicate_existing_label_key	true	openimages	Ladle	oewn-03638382-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	623	ladybug	ladybug	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	ladybug	ladybug.n.01	ladybug|ladybeetle|ladybird_beetle	small round bright-colored and spotted beetle, typically red and black	c	2	4	false	not_mwe	duplicate_existing_label_key	true	openimages	Ladybug	oewn-02168108-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	624	lamb (animal)	lamb (animal)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	lamb_(animal)	lamb.n.01	lamb_(animal)	young sheep	f	17	71	true	unresolved	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0									not_applicable_no_selected_synset		not_applicable			false	true				unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
lvis	625	lamb-chop	lamb-chop	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	lamb-chop	lamb_chop.n.01	lamb-chop|lambchop	chop cut from a lamb	r	1	3	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	lamb-chop	true	1	oewn-07683719-n	noun.food	oewn-07683719-n	oewn-07683719-n:noun.food:lamb chop;lamb-chop;lambchop	lamb chop|lamb-chop|lambchop	oewn-07669591-n	oewn-07669591-n:noun.food	oewn-07669591-n:chop	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	626	lamp	lamp	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	lamp	lamp.n.02	lamp	a piece of furniture holding one or more electric light bulbs	f	382	854	false	not_mwe	duplicate_existing_label_key	true	objects365	Lamp	oewn-03641539-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	627	lamppost	lamppost	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	lamppost	lamppost.n.01	lamppost	a metal post supporting an outdoor lamp (such as a streetlight)	f	132	463	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	lamppost	true	1	oewn-03642472-n	noun.artifact	oewn-03642472-n	oewn-03642472-n:noun.artifact:lamppost	lamppost	oewn-03994528-n	oewn-03994528-n:noun.artifact	oewn-03994528-n:post	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	628	lampshade	lampshade	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	lampshade	lampshade.n.01	lampshade	a protective ornamental shade used to screen a light bulb from direct view	f	214	403	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	lampshade	true	1	oewn-03642609-n	noun.artifact	oewn-03642609-n	oewn-03642609-n:noun.artifact:lampshade;lamp shade;shade	lampshade|lamp shade|shade	oewn-04020673-n	oewn-04020673-n:noun.artifact	oewn-04020673-n:protective covering;protective cover;protection	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	629	lantern	lantern	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	lantern	lantern.n.01	lantern	light in a transparent protective case	c	12	47	false	not_mwe	duplicate_existing_label_key	true	objects365	Lantern	oewn-03646302-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	630	lanyard	lanyard	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	lanyard	lanyard.n.02	lanyard|laniard	a cord worn around the neck to hold a knife or whistle, etc.	f	84	226	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	lanyard	true	3	oewn-03646765-n	noun.artifact	oewn-03646883-n|oewn-03646765-n|oewn-03646616-n	oewn-03646883-n:noun.artifact:lanyard;laniard|oewn-03646765-n:noun.artifact:lanyard;laniard|oewn-03646616-n:noun.artifact:lanyard;laniard	lanyard|laniard	oewn-03110761-n	oewn-03110761-n:noun.artifact	oewn-03110761-n:cord	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			oewn-03646765-n	selected_by_lvis_synset_metadata	selected_by_lvis_synset_metadata
lvis	631	laptop computer	laptop computer	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	laptop_computer	laptop.n.01	laptop_computer|notebook_computer	a portable computer small enough to use in your lap	f	412	551	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	laptop computer	true	1	oewn-03648120-n	noun.artifact	oewn-03648120-n	oewn-03648120-n:noun.artifact:laptop;laptop computer	laptop|laptop computer	oewn-03991590-n	oewn-03991590-n:noun.artifact	oewn-03991590-n:portable computer	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	632	lasagna	lasagna	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	lasagna	lasagna.n.01	lasagna|lasagne	baked dish of layers of lasagna pasta with sauce and cheese and meat or vegetables	r	1	1	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	lasagna	true	2	oewn-07886143-n	noun.food	oewn-07886143-n|oewn-07716798-n	oewn-07886143-n:noun.food:lasagna;lasagne|oewn-07716798-n:noun.food:lasagna;lasagne	lasagna|lasagne	oewn-07879350-n	oewn-07879350-n:noun.food	oewn-07879350-n:pasta	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			oewn-07886143-n	selected_by_lvis_synset_metadata	selected_by_lvis_synset_metadata
lvis	633	latch	latch	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	latch	latch.n.02	latch	a bar that can be lowered or slid into a groove to fasten a door or gate	f	42	149	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	latch	true	2	oewn-03650172-n	noun.artifact	oewn-03650325-n|oewn-03650172-n	oewn-03650325-n:noun.artifact:latch;door latch|oewn-03650172-n:noun.artifact:latch	latch	oewn-02986054-n	oewn-02986054-n:noun.artifact	oewn-02986054-n:catch	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			oewn-03650172-n	selected_by_lvis_synset_metadata	selected_by_lvis_synset_metadata
lvis	634	lawn mower	lawn mower	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	lawn_mower	lawn_mower.n.01	lawn_mower	garden tool for mowing grass on lawns	r	3	3	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	lawn mower	true	1	oewn-03655235-n	noun.artifact	oewn-03655235-n	oewn-03655235-n:noun.artifact:lawn mower;mower	lawn mower|mower	oewn-03423152-n	oewn-03423152-n:noun.artifact	oewn-03423152-n:garden tool;lawn tool	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	635	leather	leather	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	leather	leather.n.01	leather	an animal skin made smooth and flexible by removing the hair and then tanning	r	1	1	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	leather	true	1	oewn-14783901-n	noun.substance	oewn-14783901-n	oewn-14783901-n:noun.substance:leather	leather	oewn-14783021-n	oewn-14783021-n:noun.substance	oewn-14783021-n:animal skin	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	636	legging (clothing)	legging (clothing)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	legging_(clothing)	legging.n.01	legging_(clothing)|leging_(clothing)|leg_covering	a garment covering the leg (usually extending from the knee to the ankle)	c	12	23	true	unresolved	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0									not_applicable_no_selected_synset		not_applicable			false	true				unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
lvis	637	Lego	lego	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	Lego	lego.n.01	Lego|Lego_set	a child's plastic construction set for making models from blocks	c	9	168	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	lego	true	1	oewn-03660621-n	noun.artifact	oewn-03660621-n	oewn-03660621-n:noun.artifact:Lego;Lego set	Lego|Lego set	oewn-03971038-n	oewn-03971038-n:noun.artifact	oewn-03971038-n:plaything;toy	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	638	legume	legume	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	legume	legume.n.02	legume	the fruit or seed of bean or pea plants	r	5	242	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	legume	true	3	oewn-11768471-n	noun.plant	oewn-11767937-n|oewn-11768471-n|oewn-07724543-n	oewn-11767937-n:noun.plant:legume;leguminous plant|oewn-11768471-n:noun.plant:legume|oewn-07724543-n:noun.food:legume	legume	oewn-13159832-n	oewn-13159832-n:noun.plant	oewn-13159832-n:pod;seedpod	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			oewn-11768471-n	selected_by_lvis_synset_metadata	selected_by_lvis_synset_metadata
lvis	639	lemon	lemon	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	lemon	lemon.n.01	lemon	yellow oval fruit with juicy acidic flesh	f	78	440	false	not_mwe	duplicate_existing_label_key	true	objects365	Lemon	oewn-07765558-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	640	lemonade	lemonade	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	lemonade	lemonade.n.01	lemonade	sweetened beverage of diluted lemon juice	r	0	0	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	lemonade	true	1	oewn-07942490-n	noun.food	oewn-07942490-n	oewn-07942490-n:noun.food:lemonade	lemonade	oewn-07942206-n	oewn-07942206-n:noun.food	oewn-07942206-n:fruit drink;ade	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	641	lettuce	lettuce	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	lettuce	lettuce.n.02	lettuce	leafy plant commonly eaten in salad or on sandwiches	f	116	859	false	not_mwe	duplicate_existing_label_key	true	objects365	Lettuce	oewn-07739304-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	642	license plate	license plate	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	license_plate	license_plate.n.01	license_plate|numberplate	a plate mounted on the front and back of car and bearing the car's registration number	f	340	761	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	license plate	true	1	oewn-03666506-n	noun.artifact	oewn-03666506-n	oewn-03666506-n:noun.artifact:license plate;numberplate	license plate|numberplate	oewn-03966230-n	oewn-03966230-n:noun.artifact	oewn-03966230-n:plate	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	643	life buoy	life buoy	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	life_buoy	life_buoy.n.01	life_buoy|lifesaver|life_belt|life_ring	a ring-shaped life preserver used to prevent drowning (NOT a life-jacket or vest)	f	32	78	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	life buoy	true	1	oewn-03668045-n	noun.artifact	oewn-03668045-n	oewn-03668045-n:noun.artifact:life buoy;lifesaver;life belt;life ring	life buoy|lifesaver|life belt|life ring	oewn-03668857-n	oewn-03668857-n:noun.artifact	oewn-03668857-n:life preserver;preserver;flotation device	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	644	life jacket	life jacket	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	life_jacket	life_jacket.n.01	life_jacket|life_vest	life preserver consisting of a sleeveless jacket of buoyant or inflatable design	f	35	84	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	life jacket	true	1	oewn-03668213-n	noun.artifact	oewn-03668213-n	oewn-03668213-n:noun.artifact:life jacket;life vest;cork jacket	life jacket|life vest|cork jacket	oewn-03668857-n	oewn-03668857-n:noun.artifact	oewn-03668857-n:life preserver;preserver;flotation device	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	645	lightbulb	lightbulb	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	lightbulb	light_bulb.n.01	lightbulb	lightblub/source of light	f	180	1135	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	lightbulb	true	1	oewn-03671250-n	noun.artifact	oewn-03671250-n	oewn-03671250-n:noun.artifact:light bulb;lightbulb;bulb;incandescent lamp;electric light;electric-light bulb	light bulb|lightbulb|bulb|incandescent lamp|electric light|electric-light bulb	oewn-03277294-n	oewn-03277294-n:noun.artifact	oewn-03277294-n:electric lamp	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	646	lightning rod	lightning rod	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	lightning_rod	lightning_rod.n.02	lightning_rod|lightning_conductor	a metallic conductor that is attached to a high point and leads to the ground	r	0	0	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	lightning rod	true	2	oewn-03673393-n	noun.artifact	oewn-10281880-n|oewn-03673393-n	oewn-10281880-n:noun.person:lightning rod|oewn-03673393-n:noun.artifact:lightning rod;lightning conductor	lightning rod|lightning conductor	oewn-03093163-n	oewn-03093163-n:noun.artifact	oewn-03093163-n:conductor	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			oewn-03673393-n	selected_by_lvis_synset_metadata	selected_by_lvis_synset_metadata
lvis	647	lime	lime	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	lime	lime.n.06	lime	the green acidic fruit of any of various lime trees	f	24	201	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	lime	true	6	oewn-07765707-n	noun.food	oewn-14960148-n|oewn-14814055-n|oewn-14726864-n|oewn-12732744-n|oewn-12223453-n|oewn-07765707-n	oewn-14960148-n:noun.substance:calcium hydroxide;lime;slaked lime;hydrated lime;calcium hydrate;caustic lime;lime hydrate|oewn-14814055-n:noun.substance:calcium oxide;quicklime;lime;calx;calcined lime;fluxing lime;unslaked lime;burnt lime|oewn-14726864-n:noun.substance:birdlime;lime|oewn-12732744-n:noun.plant:lime;lime tree;Citrus aurantifolia|oewn-12223453-n:noun.plant:linden;linden tree;basswood;lime;lime tree|oewn-07765707-n:noun.food:lime	lime	oewn-07763031-n	oewn-07763031-n:noun.food	oewn-07763031-n:citrus;citrus fruit;citrous fruit	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			oewn-07765707-n	selected_by_lvis_synset_metadata	selected_by_lvis_synset_metadata
lvis	648	limousine	limousine	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	limousine	limousine.n.01	limousine	long luxurious car; usually driven by a chauffeur	r	2	2	false	not_mwe	duplicate_existing_label_key	true	openimages	Limousine	oewn-03675534-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	649	lion	lion	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	lion	lion.n.01	lion	large gregarious predatory cat of Africa and India	c	13	24	false	not_mwe	duplicate_existing_label_key	true	objects365	Lion	oewn-02131817-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	650	lip balm	lip balm	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	lip_balm	lip_balm.n.01	lip_balm	a balm applied to the lips	c	2	4	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	lip balm	true	1	oewn-03681332-n	noun.artifact	oewn-03681332-n	oewn-03681332-n:noun.artifact:lip balm	lip balm	oewn-03851070-n	oewn-03851070-n:noun.artifact	oewn-03851070-n:ointment;unction;unguent;balm;salve	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	651	liquor	liquor	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	liquor	liquor.n.01	liquor|spirits|hard_liquor|liqueur|cordial	liquor or beer	r	2	33	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	liquor	true	3	oewn-07917827-n	noun.food	oewn-07917827-n|oewn-14965368-n|oewn-07600292-n	oewn-07917827-n:noun.food:liquor;spirits;booze;hard drink;hard liquor;John Barleycorn;strong drink|oewn-14965368-n:noun.substance:liquor|oewn-07600292-n:noun.food:liquor;pot liquor;pot likker	liquor|spirits|booze|hard drink|hard liquor|John Barleycorn|strong drink	oewn-07900542-n	oewn-07900542-n:noun.food	oewn-07900542-n:alcohol;alcoholic drink;alcoholic beverage;intoxicant;inebriant	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			oewn-07917827-n	selected_by_lvis_synset_metadata	selected_by_lvis_synset_metadata
lvis	652	lizard	lizard	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	lizard	lizard.n.01	lizard	a reptile with usually two pairs of legs and a tapering tail	c	4	4	false	not_mwe	duplicate_existing_label_key	true	openimages	Lizard	oewn-01677105-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	653	log	log	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	log	log.n.01	log	a segment of the trunk of a tree when stripped of branches	f	199	1105	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	log	true	5	oewn-14966900-n	noun.substance	oewn-14966900-n|oewn-06825489-n|oewn-06516146-n|oewn-06515875-n|oewn-03691984-n	oewn-14966900-n:noun.substance:log|oewn-06825489-n:noun.communication:logarithm;log|oewn-06516146-n:noun.communication:log|oewn-06515875-n:noun.communication:log|oewn-03691984-n:noun.artifact:log	log	oewn-15122728-n	oewn-15122728-n:noun.substance	oewn-15122728-n:wood	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			oewn-14966900-n	selected_by_lvis_synset_metadata	selected_by_lvis_synset_metadata
lvis	654	lollipop	lollipop	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	lollipop	lollipop.n.02	lollipop	hard candy on a stick	c	5	33	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	lollipop	true	2	oewn-07623214-n	noun.food	oewn-07631383-n|oewn-07623214-n	oewn-07631383-n:noun.food:ice lolly;lolly;lollipop;popsicle|oewn-07623214-n:noun.food:lollipop;sucker;all-day sucker	lollipop|sucker|all-day sucker	oewn-07612936-n	oewn-07612936-n:noun.food	oewn-07612936-n:candy;confect	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			oewn-07623214-n	selected_by_lvis_synset_metadata	selected_by_lvis_synset_metadata
lvis	655	speaker (stero equipment)	speaker (stero equipment)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	speaker_(stero_equipment)	loudspeaker.n.01	speaker_(stero_equipment)	electronic device that produces sound often as part of a stereo system	f	210	393	true	unresolved	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0									not_applicable_no_selected_synset		not_applicable			false	true				unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
lvis	656	loveseat	loveseat	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	loveseat	love_seat.n.01	loveseat	small sofa that seats two people	c	11	14	false	not_mwe	duplicate_existing_label_key	true	openimages	Loveseat	oewn-03698800-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	657	machine gun	machine gun	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	machine_gun	machine_gun.n.01	machine_gun	a rapidly firing automatic gun	r	1	3	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	machine gun	true	1	oewn-03706725-n	noun.artifact	oewn-03706725-n	oewn-03706725-n:noun.artifact:machine gun	machine gun	oewn-02763434-n	oewn-02763434-n:noun.artifact	oewn-02763434-n:automatic firearm;automatic gun;automatic weapon	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
