dataset	category_id	label	label_key	source_version	source_url	source_class	lvis_name	lvis_synset	lvis_synonyms	lvis_def	lvis_frequency	lvis_image_count	lvis_instance_count
lvis	638	legume	legume	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	legume	legume.n.02	legume	the fruit or seed of bean or pea plants	r	5	242
lvis	639	lemon	lemon	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	lemon	lemon.n.01	lemon	yellow oval fruit with juicy acidic flesh	f	78	440
lvis	640	lemonade	lemonade	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	lemonade	lemonade.n.01	lemonade	sweetened beverage of diluted lemon juice	r	0	0
lvis	641	lettuce	lettuce	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	lettuce	lettuce.n.02	lettuce	leafy plant commonly eaten in salad or on sandwiches	f	116	859
lvis	642	license plate	license plate	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	license_plate	license_plate.n.01	license_plate|numberplate	a plate mounted on the front and back of car and bearing the car's registration number	f	340	761
lvis	643	life buoy	life buoy	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	life_buoy	life_buoy.n.01	life_buoy|lifesaver|life_belt|life_ring	a ring-shaped life preserver used to prevent drowning (NOT a life-jacket or vest)	f	32	78
lvis	644	life jacket	life jacket	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	life_jacket	life_jacket.n.01	life_jacket|life_vest	life preserver consisting of a sleeveless jacket of buoyant or inflatable design	f	35	84
lvis	645	lightbulb	lightbulb	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	lightbulb	light_bulb.n.01	lightbulb	lightblub/source of light	f	180	1135
lvis	646	lightning rod	lightning rod	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	lightning_rod	lightning_rod.n.02	lightning_rod|lightning_conductor	a metallic conductor that is attached to a high point and leads to the ground	r	0	0
lvis	647	lime	lime	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	lime	lime.n.06	lime	the green acidic fruit of any of various lime trees	f	24	201
lvis	648	limousine	limousine	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	limousine	limousine.n.01	limousine	long luxurious car; usually driven by a chauffeur	r	2	2
lvis	649	lion	lion	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	lion	lion.n.01	lion	large gregarious predatory cat of Africa and India	c	13	24
lvis	650	lip balm	lip balm	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	lip_balm	lip_balm.n.01	lip_balm	a balm applied to the lips	c	2	4
lvis	651	liquor	liquor	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	liquor	liquor.n.01	liquor|spirits|hard_liquor|liqueur|cordial	liquor or beer	r	2	33
lvis	652	lizard	lizard	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	lizard	lizard.n.01	lizard	a reptile with usually two pairs of legs and a tapering tail	c	4	4
lvis	653	log	log	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	log	log.n.01	log	a segment of the trunk of a tree when stripped of branches	f	199	1105
lvis	654	lollipop	lollipop	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	lollipop	lollipop.n.02	lollipop	hard candy on a stick	c	5	33
lvis	655	speaker (stero equipment)	speaker (stero equipment)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	speaker_(stero_equipment)	loudspeaker.n.01	speaker_(stero_equipment)	electronic device that produces sound often as part of a stereo system	f	210	393
lvis	656	loveseat	loveseat	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	loveseat	love_seat.n.01	loveseat	small sofa that seats two people	c	11	14
lvis	657	machine gun	machine gun	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	machine_gun	machine_gun.n.01	machine_gun	a rapidly firing automatic gun	r	1	3
lvis	658	magazine	magazine	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	magazine	magazine.n.02	magazine	a paperback periodic publication	f	84	329
lvis	659	magnet	magnet	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	magnet	magnet.n.01	magnet	a device that attracts iron and produces a magnetic field	f	67	1494
lvis	660	mail slot	mail slot	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	mail_slot	mail_slot.n.01	mail_slot	a slot (usually in a door) through which mail can be delivered	c	4	4
lvis	661	mailbox (at home)	mailbox (at home)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	mailbox_(at_home)	mailbox.n.01	mailbox_(at_home)|letter_box_(at_home)	a private box for delivery of mail	f	22	45
lvis	662	mallard	mallard	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	mallard	mallard.n.01	mallard	wild dabbling duck from which domestic ducks are descended	r	0	0
lvis	663	mallet	mallet	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	mallet	mallet.n.01	mallet	a sports implement with a long handle and a hammer-like head used to hit a ball	r	4	13
lvis	664	mammoth	mammoth	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	mammoth	mammoth.n.01	mammoth	any of numerous extinct elephants widely distributed in the Pleistocene	r	0	0
lvis	665	manatee	manatee	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	manatee	manatee.n.01	manatee	sirenian mammal of tropical coastal waters of America	r	0	0
lvis	666	mandarin orange	mandarin orange	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	mandarin_orange	mandarin.n.05	mandarin_orange	a somewhat flat reddish-orange loose skinned citrus of China	c	10	188
lvis	667	manger	manger	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	manger	manger.n.01	manger|trough	a container (usually in a barn or stable) from which cattle or horses feed	c	18	23
lvis	668	manhole	manhole	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	manhole	manhole.n.01	manhole	a hole (usually with a flush cover) through which a person can gain access to an underground structure	f	40	71
lvis	669	map	map	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	map	map.n.01	map	a diagrammatic representation of the earth's surface (or part of it)	f	24	36
lvis	670	marker	marker	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	marker	marker.n.03	marker	a writing implement for making a mark	f	21	71
lvis	671	martini	martini	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	martini	martini.n.01	martini	a cocktail made of gin (or vodka) with dry vermouth	r	1	1
lvis	672	mascot	mascot	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	mascot	mascot.n.01	mascot	a person or animal that is adopted by a team or other group as a symbolic figure	r	0	0
lvis	673	mashed potato	mashed potato	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	mashed_potato	mashed_potato.n.01	mashed_potato	potato that has been peeled and boiled and then mashed	c	15	34
lvis	674	masher	masher	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	masher	masher.n.02	masher	a kitchen utensil used for mashing (e.g. potatoes)	r	0	0
lvis	675	mask	mask	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	mask	mask.n.04	mask|facemask	a protective covering worn over the face	f	158	293
lvis	676	mast	mast	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	mast	mast.n.01	mast	a vertical spar for supporting sails	f	68	586
lvis	677	mat (gym equipment)	mat (gym equipment)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	mat_(gym_equipment)	mat.n.03	mat_(gym_equipment)|gym_mat	sports equipment consisting of a piece of thick padding on the floor for gymnastics	c	4	10
lvis	678	matchbox	matchbox	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	matchbox	matchbox.n.01	matchbox	a box for holding matches	r	2	2
lvis	679	mattress	mattress	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	mattress	mattress.n.01	mattress	a thick pad filled with resilient material used as a bed or part of a bed	f	48	74
lvis	680	measuring cup	measuring cup	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	measuring_cup	measuring_cup.n.01	measuring_cup	graduated cup used to measure liquid or granular ingredients	c	12	15
lvis	681	measuring stick	measuring stick	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	measuring_stick	measuring_stick.n.01	measuring_stick|ruler_(measuring_stick)|measuring_rod	measuring instrument having a sequence of marks at regular intervals	c	6	7
lvis	682	meatball	meatball	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	meatball	meatball.n.01	meatball	ground meat formed into a ball and fried or simmered in broth	c	3	16
lvis	683	medicine	medicine	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	medicine	medicine.n.02	medicine	something that treats or prevents or alleviates the symptoms of disease	c	13	49
lvis	684	melon	melon	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	melon	melon.n.01	melon	fruit of the gourd family having a hard rind and sweet juicy flesh	c	4	38
lvis	685	microphone	microphone	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	microphone	microphone.n.01	microphone	device for converting sound waves into electrical energy	f	60	90
lvis	686	microscope	microscope	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	microscope	microscope.n.01	microscope	magnifier of the image of small objects	r	2	2
lvis	687	microwave oven	microwave oven	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	microwave_oven	microwave.n.02	microwave_oven	kitchen appliance that cooks food by passing an electromagnetic wave through it	f	181	191
lvis	688	milestone	milestone	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	milestone	milestone.n.01	milestone|milepost	stone post at side of a road to show distances	r	1	1
lvis	689	milk	milk	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	milk	milk.n.01	milk	a white nutritious liquid secreted by mammals and used as food by human beings	f	16	19
lvis	690	milk can	milk can	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	milk_can	milk_can.n.01	milk_can	can for transporting milk	r	0	0
lvis	691	milkshake	milkshake	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	milkshake	milkshake.n.01	milkshake	frothy drink of milk and flavoring and sometimes fruit or ice cream	r	1	1
lvis	692	minivan	minivan	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	minivan	minivan.n.01	minivan	a small box-shaped passenger van	f	102	311
lvis	693	mint candy	mint candy	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	mint_candy	mint.n.05	mint_candy	a candy that is flavored with a mint oil	r	3	6
lvis	694	mirror	mirror	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	mirror	mirror.n.01	mirror	polished surface that forms images by reflecting light	f	336	573
lvis	695	mitten	mitten	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	mitten	mitten.n.01	mitten	glove that encases the thumb separately and the other four fingers together	c	12	33
lvis	696	mixer (kitchen tool)	mixer (kitchen tool)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	mixer_(kitchen_tool)	mixer.n.04	mixer_(kitchen_tool)|stand_mixer	a kitchen utensil that is used for mixing foods	c	16	20
lvis	697	money	money	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	money	money.n.03	money	the official currency issued by a government or national bank	c	11	79
lvis	698	monitor (computer equipment) computer monitor	monitor (computer equipment) computer monitor	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	monitor_(computer_equipment) computer_monitor	monitor.n.04	monitor_(computer_equipment) computer_monitor	a computer monitor	f	280	598
lvis	699	monkey	monkey	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	monkey	monkey.n.01	monkey	any of various long-tailed primates	c	12	12
lvis	700	motor	motor	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	motor	motor.n.01	motor	machine that converts other forms of energy into mechanical energy and so imparts motion	f	75	149
lvis	701	motor scooter	motor scooter	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	motor_scooter	motor_scooter.n.01	motor_scooter|scooter	a wheeled vehicle with small wheels and a low-powered engine	f	47	111
lvis	702	motor vehicle	motor vehicle	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	motor_vehicle	motor_vehicle.n.01	motor_vehicle|automotive_vehicle	a self-propelled wheeled vehicle that does not run on rails	r	0	0
lvis	703	motorcycle	motorcycle	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	motorcycle	motorcycle.n.01	motorcycle	a motor vehicle with two wheels and a strong frame	f	354	1321
lvis	704	mound (baseball)	mound (baseball)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	mound_(baseball)	mound.n.01	mound_(baseball)|pitcher's_mound	(baseball) the slight elevation on which the pitcher stands	f	47	48
lvis	705	mouse (computer equipment)	mouse (computer equipment)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	mouse_(computer_equipment)	mouse.n.04	mouse_(computer_equipment)|computer_mouse	a computer input device that controls an on-screen pointer (does not include trackpads / touchpads)	f	289	384
lvis	706	mousepad	mousepad	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	mousepad	mousepad.n.01	mousepad	a small portable pad that provides an operating surface for a computer mouse	f	55	66
lvis	707	muffin	muffin	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	muffin	muffin.n.01	muffin	a sweet quick bread baked in a cup-shaped pan	c	15	154
lvis	708	mug	mug	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	mug	mug.n.04	mug	with handle and usually cylindrical	f	180	368
lvis	709	mushroom	mushroom	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	mushroom	mushroom.n.02	mushroom	a common mushroom	f	85	1357
lvis	710	music stool	music stool	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	music_stool	music_stool.n.01	music_stool|piano_stool	a stool for piano players; usually adjustable in height	r	0	0
lvis	711	musical instrument	musical instrument	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	musical_instrument	musical_instrument.n.01	musical_instrument|instrument_(musical)	any of various devices or contrivances that can be used to produce musical tones or sounds	c	1	3
lvis	712	nailfile	nailfile	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	nailfile	nailfile.n.01	nailfile	a small flat file for shaping the nails	r	0	0
lvis	713	napkin	napkin	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	napkin	napkin.n.01	napkin|table_napkin|serviette	a small piece of table linen or paper that is used to wipe the mouth and to cover the lap in order to protect clothing	f	391	918
lvis	714	neckerchief	neckerchief	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	neckerchief	neckerchief.n.01	neckerchief	a kerchief worn around the neck	r	0	0
lvis	715	necklace	necklace	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	necklace	necklace.n.01	necklace	jewelry consisting of a cord or chain (often bearing gems) worn about the neck as an ornament	f	386	524
lvis	716	necktie	necktie	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	necktie	necktie.n.01	necktie|tie_(necktie)	neckwear consisting of a long narrow piece of material worn under a collar and tied in knot at the front	f	361	815
lvis	717	needle	needle	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	needle	needle.n.03	needle	a sharp pointed implement (usually metal)	c	3	4
lvis	718	nest	nest	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	nest	nest.n.01	nest	a structure in which animals lay eggs or give birth to their young	c	2	3
lvis	719	newspaper	newspaper	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	newspaper	newspaper.n.01	newspaper|paper_(newspaper)	a daily or weekly publication on folded sheets containing news, articles, and advertisements	f	63	202
lvis	720	newsstand	newsstand	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	newsstand	newsstand.n.01	newsstand	a stall where newspapers and other periodicals are sold	c	3	6
lvis	721	nightshirt	nightshirt	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	nightshirt	nightwear.n.01	nightshirt|nightwear|sleepwear|nightclothes	garments designed to be worn in bed	c	3	3
lvis	722	nosebag (for animals)	nosebag (for animals)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	nosebag_(for_animals)	nosebag.n.01	nosebag_(for_animals)|feedbag	a canvas bag that is used to feed an animal (such as a horse); covers the muzzle and fastens at the top of the head	r	1	1
lvis	723	noseband (for animals)	noseband (for animals)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	noseband_(for_animals)	noseband.n.01	noseband_(for_animals)|nosepiece_(for_animals)	a strap that is the part of a bridle that goes over the animal's nose	c	10	21
lvis	724	notebook	notebook	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	notebook	notebook.n.01	notebook	a book with blank pages for recording notes or memoranda	f	45	96
lvis	725	notepad	notepad	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	notepad	notepad.n.01	notepad	a pad of paper for keeping notes	c	18	29
lvis	726	nut	nut	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	nut	nut.n.03	nut	a small metal block (usually square or hexagonal) with internal screw thread to be fitted onto a bolt	f	11	99
lvis	727	nutcracker	nutcracker	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	nutcracker	nutcracker.n.01	nutcracker	a hand tool used to crack nuts open	r	0	0
lvis	728	oar	oar	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	oar	oar.n.01	oar	an implement used to propel or steer a boat	f	19	51
lvis	729	octopus (food)	octopus (food)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	octopus_(food)	octopus.n.01	octopus_(food)	tentacles of octopus prepared as food	r	0	0
lvis	730	octopus (animal)	octopus (animal)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	octopus_(animal)	octopus.n.02	octopus_(animal)	bottom-living cephalopod having a soft oval body with eight long tentacles	r	0	0
lvis	731	oil lamp	oil lamp	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	oil_lamp	oil_lamp.n.01	oil_lamp|kerosene_lamp|kerosine_lamp	a lamp that burns oil (as kerosine) for light	c	1	1
lvis	732	olive oil	olive oil	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	olive_oil	olive_oil.n.01	olive_oil	oil from olives	c	6	17
lvis	733	omelet	omelet	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	omelet	omelet.n.01	omelet|omelette	beaten eggs cooked until just set; may be folded around e.g. ham or cheese or jelly	r	5	9
lvis	734	onion	onion	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	onion	onion.n.01	onion	the bulb of an onion plant	f	135	1767
lvis	735	orange (fruit)	orange (fruit)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	orange_(fruit)	orange.n.01	orange_(fruit)	orange (FRUIT of an orange tree)	f	161	2364
lvis	736	orange juice	orange juice	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	orange_juice	orange_juice.n.01	orange_juice	bottled or freshly squeezed juice of oranges	c	15	21
lvis	737	ostrich	ostrich	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	ostrich	ostrich.n.02	ostrich	fast-running African flightless bird with two-toed feet; largest living bird	c	8	9
lvis	738	ottoman	ottoman	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	ottoman	ottoman.n.03	ottoman|pouf|pouffe|hassock	a thick standalone cushion used as a seat or footrest, often next to a chair	f	34	48
lvis	739	oven	oven	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	oven	oven.n.01	oven	kitchen appliance used for baking or roasting	f	96	111
lvis	740	overalls (clothing)	overalls (clothing)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	overalls_(clothing)	overall.n.01	overalls_(clothing)	work clothing consisting of denim trousers usually with a bib and shoulder straps	c	13	14
lvis	741	owl	owl	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	owl	owl.n.01	owl	nocturnal bird of prey with hawk-like beak and claws and large head with front-facing eyes	c	11	14
lvis	742	packet	packet	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	packet	packet.n.03	packet	a small package or bundle	c	4	41
