dataset	category_id	mid	label	label_key	source_version	source_url	hierarchy_url	source_class	openimages_parent_mids	openimages_parent_labels	openimages_child_mids	openimages_child_labels	is_mwe_candidate	mwe_candidate_status	selection_status	duplicate_existing_label_key	duplicate_existing_datasets	duplicate_existing_labels	duplicate_existing_selected_oewn_synsets	wordnet_source	wordnet_version	wordnet_lexicon_id	selected_lookup_case	selected_query	has_oewn_noun_synset	oewn_synset_count	selected_oewn_synset	selected_oewn_lexfile	all_oewn_synsets	all_oewn_lexfiles	synset_lemmas	canonical_surface	canonical_selection_tag	canonical_candidate_lemmas	canonical_candidate_lemma_counts	parent_oewn_synsets	parent_oewn_lexfiles	parent_lemmas	parent_selection_tag	selected_oewn_objectness_class	objectness_gate	manual_decision	manual_decision_note	sense_counts_available	wn30_available	wn30_selection_tag	wn30_lemma_counts	synset_selection_tag	decision_basis
openimages	/m/03rszm	/m/03rszm	Curtain	curtain	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0bl9f				false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	curtain	true	2	oewn-03155743-n	noun.artifact	oewn-03155743-n|oewn-09285139-n	oewn-03155743-n:noun.artifact:curtain;drape;drapery;mantle;pall|oewn-09285139-n:noun.object:curtain	curtain|drape|drapery|mantle|pall	curtain	selected_single_label_or_lookup_matched_wordnet_lemma	curtain	curtain:6	oewn-02854358-n|oewn-03410175-n	oewn-02854358-n:noun.artifact|oewn-03410175-n:noun.artifact	oewn-02854358-n:blind;screen|oewn-03410175-n:furnishing	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-03155743-n:curtain%1:06:00:::curtain.n.01:6|oewn-09285139-n:curtain%1:17:00:::curtain.n.02:2	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate
openimages	/m/03ssj5	/m/03ssj5	Bed	bed	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0c_jw	Furniture	/m/026qbn5|/m/061hd_	Studio couch|Infant bed	false	not_mwe	duplicate_existing_label_key	true	COCO	bed	oewn-02821967-n				duplicate_existing_label_key																										duplicate_existing_label_key
openimages	/m/03s_tn	/m/03s_tn	Kettle	kettle	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/019dx1	Home appliance			false	not_mwe	duplicate_existing_label_key	true	objects365	Kettle	oewn-03618023-n				duplicate_existing_label_key																										duplicate_existing_label_key
openimages	/m/03tw93	/m/03tw93	Fireplace	fireplace	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0bl9f				false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	fireplace	true	1	oewn-03351301-n	noun.artifact	oewn-03351301-n	oewn-03351301-n:noun.artifact:fireplace;hearth;open fireplace	fireplace|hearth|open fireplace	fireplace	selected_single_label_or_lookup_matched_wordnet_lemma	fireplace	fireplace:5	oewn-04069081-n	oewn-04069081-n:noun.artifact	oewn-04069081-n:recess;niche	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
openimages	/m/03txqz	/m/03txqz	Scale	scale	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/07k1x	Tool			false	not_mwe	duplicate_existing_label_key	true	objects365	Scale	oewn-13176554-n				duplicate_existing_label_key																										duplicate_existing_label_key
openimages	/m/03v5tg	/m/03v5tg	Drinking straw	drinking straw	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/03hlz0c	Kitchen utensil			true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	drinking straw	true	1	oewn-04341370-n	noun.artifact	oewn-04341370-n	oewn-04341370-n:noun.artifact:straw;drinking straw	straw|drinking straw	drinking straw	selected_single_label_or_lookup_matched_wordnet_lemma	drinking straw	drinking straw:0	oewn-04500800-n	oewn-04500800-n:noun.artifact	oewn-04500800-n:tube;tubing	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
openimages	/m/03vt0	/m/03vt0	Insect	insect	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/03xxp	Invertebrate	/m/01h3n|/m/020jm|/m/0_k2|/m/0d_2m|/m/0ft9s	Bee|Beetle|Ant|Moths and butterflies|Dragonfly	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	insect	true	2	oewn-02162607-n	noun.animal	oewn-02162607-n|oewn-10811668-n	oewn-02162607-n:noun.animal:insect|oewn-10811668-n:noun.person:worm;louse;insect;dirt ball	insect	insect	selected_single_label_or_lookup_matched_wordnet_lemma	insect	insect:8	oewn-01770302-n	oewn-01770302-n:noun.animal	oewn-01770302-n:arthropod	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-02162607-n:insect%1:05:00:::insect.n.01:8|oewn-10811668-n:insect%1:18:00:::worm.n.02:0	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate
openimages	/m/03wvsk	/m/03wvsk	Hair dryer	hair dryer	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/019dx1	Home appliance			true	duplicate_existing_label_key	duplicate_existing_label_key	true	objects365	Hair Dryer	oewn-03488399-n				duplicate_existing_label_key																										duplicate_existing_label_key
openimages	/m/03_wxk	/m/03_wxk	Kitchenware	kitchenware	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0bl9f		/m/03hlz0c|/m/04brg2|/m/04v6l4|/m/084rd|/m/0h8kx63|/m/0h99cwc	Kitchen utensil|Tableware|Frying pan|Wok|Spice rack|Kitchen appliance	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	kitchenware	true	1	oewn-03626586-n	noun.artifact	oewn-03626586-n	oewn-03626586-n:noun.artifact:kitchenware	kitchenware	kitchenware	selected_single_label_or_lookup_matched_wordnet_lemma	kitchenware	kitchenware:0	oewn-03626258-n	oewn-03626258-n:noun.artifact	oewn-03626258-n:kitchen utensil	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
openimages	/m/03wym	/m/03wym	Indoor rower	indoor rower	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/05y5lj	Sports equipment			true	unresolved	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0							not_applicable_no_selected_synset						not_applicable_no_selected_synset		not_applicable			false	true			unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
openimages	/m/03xxp	/m/03xxp	Invertebrate	invertebrate	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0jbk	Animal	/m/0175cv|/m/019h78|/m/03hl4l9|/m/03vt0|/m/0755b|/m/084hf|/m/09kmb|/m/0_cp5|/m/0f9_l	Tick|Centipede|Marine invertebrates|Insect|Scorpion|Worm|Spider|Oyster|Snail	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	invertebrate	true	1	oewn-01908302-n	noun.animal	oewn-01908302-n	oewn-01908302-n:noun.animal:invertebrate	invertebrate	invertebrate	selected_single_label_or_lookup_matched_wordnet_lemma	invertebrate	invertebrate:0	oewn-00015568-n	oewn-00015568-n:noun.Tops	oewn-00015568-n:animal;animate being;beast;brute;creature;fauna	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
openimages	/m/03y6mg	/m/03y6mg	Food processor	food processor	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0h99cwc	Kitchen appliance			true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	food processor	true	1	oewn-03383020-n	noun.artifact	oewn-03383020-n	oewn-03383020-n:noun.artifact:food processor	food processor	food processor	selected_single_label_or_lookup_matched_wordnet_lemma	food processor	food processor:0	oewn-03625261-n	oewn-03625261-n:noun.artifact	oewn-03625261-n:kitchen appliance	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
openimages	/m/03__z0	/m/03__z0	Bookcase	bookcase	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0c_jw	Furniture			false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	bookcase	true	1	oewn-02874241-n	noun.artifact	oewn-02874241-n	oewn-02874241-n:noun.artifact:bookcase	bookcase	bookcase	selected_single_label_or_lookup_matched_wordnet_lemma	bookcase	bookcase:2	oewn-03410635-n	oewn-03410635-n:noun.artifact	oewn-03410635-n:furniture;piece of furniture;article of furniture	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
openimages	/m/040b_t	/m/040b_t	Refrigerator	refrigerator	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/019dx1|/m/0h99cwc	Home appliance|Kitchen appliance			false	not_mwe	duplicate_existing_label_key	true	COCO	refrigerator	oewn-04077839-n				duplicate_existing_label_key																										duplicate_existing_label_key
openimages	/m/04169hn	/m/04169hn	Wood-burning stove	wood-burning stove	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/019dx1	Home appliance			true	unresolved	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0							not_applicable_no_selected_synset						not_applicable_no_selected_synset		not_applicable			false	true			unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
openimages	/m/0420v5	/m/0420v5	Punching bag	punching bag	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/05y5lj	Sports equipment			true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	punching bag	true	2	oewn-04030356-n	noun.artifact	oewn-10512312-n|oewn-04030356-n	oewn-10512312-n:noun.person:punching bag|oewn-04030356-n:noun.artifact:punching bag;punch bag;punching ball;punchball	punching bag|punch bag|punching ball|punchball	punching bag	selected_single_label_or_lookup_matched_wordnet_lemma	punching bag	punching bag:0	oewn-02781674-n	oewn-02781674-n:noun.artifact	oewn-02781674-n:ball	selected_all_immediate_oewn_hypernyms	object_compatible	manual_override	select:oewn-04030356-n	user-approved OpenImages decision: parent Sports equipment, choose punching bag artifact sense	false	true	wn30_all_zero	oewn-10512312-n:punching_bag%1:18:00:::punching_bag.n.01:0|oewn-04030356-n:punching_bag%1:06:00:::punching_bag.n.02:0	manual_select	manual_select
openimages	/m/043nyj	/m/043nyj	Common fig	common fig	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/02xwb	Fruit			true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	common fig	true	1	oewn-12422189-n	noun.plant	oewn-12422189-n	oewn-12422189-n:noun.plant:fig;common fig;common fig tree;Ficus carica	fig|common fig|common fig tree|Ficus carica	common fig	selected_single_label_or_lookup_matched_wordnet_lemma	common fig	common fig:0	oewn-12421840-n	oewn-12421840-n:noun.plant	oewn-12421840-n:fig tree	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
openimages	/m/0440zs	/m/0440zs	Cocktail shaker	cocktail shaker	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/04brg2	Tableware			true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	cocktail shaker	true	1	oewn-03066248-n	noun.artifact	oewn-03066248-n	oewn-03066248-n:noun.artifact:cocktail shaker	cocktail shaker	cocktail shaker	selected_single_label_or_lookup_matched_wordnet_lemma	cocktail shaker	cocktail shaker:0	oewn-04190372-n	oewn-04190372-n:noun.artifact	oewn-04190372-n:shaker	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
openimages	/m/0449p	/m/0449p	Jaguar	jaguar	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/01lrl	Carnivore			false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	jaguar	true	1	oewn-02131577-n	noun.animal	oewn-02131577-n	oewn-02131577-n:noun.animal:jaguar;panther;Panthera onca;Felis onca	jaguar|panther|Panthera onca|Felis onca	jaguar	selected_single_label_or_lookup_matched_wordnet_lemma	jaguar	jaguar:0	oewn-02130460-n	oewn-02130460-n:noun.animal	oewn-02130460-n:big cat;cat	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
openimages	/m/044r5d	/m/044r5d	Golf ball	golf ball	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/05y5lj	Sports equipment			true	duplicate_existing_label_key	duplicate_existing_label_key	true	objects365	Golf Ball	oewn-03450710-n				duplicate_existing_label_key																										duplicate_existing_label_key
openimages	/m/0463sg	/m/0463sg	Fashion accessory	fashion accessory	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/09j2d	Clothing	/m/0174n1|/m/0176mf|/m/017ftj|/m/01krhy|/m/01llwg|/m/01nq26|/m/01r546|/m/01rkbr|/m/02_n6y|/m/02dl1y|/m/02h19r|/m/080hkjn|/m/0gjkl|/m/0hnnb|/m/0jyfg|/m/0nl46	Glove|Belt|Sunglasses|Tiara|Necklace|Sock|Earrings|Tie|Goggles|Hat|Scarf|Handbag|Watch|Umbrella|Glasses|Crown	true	unresolved	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0							not_applicable_no_selected_synset						not_applicable_no_selected_synset		not_applicable			false	true			unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
openimages	/m/046dlr	/m/046dlr	Alarm clock	alarm clock	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/01x3z	Clock			true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	alarm clock	true	1	oewn-02697521-n	noun.artifact	oewn-02697521-n	oewn-02697521-n:noun.artifact:alarm clock;alarm	alarm clock|alarm	alarm clock	selected_single_label_or_lookup_matched_wordnet_lemma	alarm clock	alarm clock:0	oewn-03050242-n	oewn-03050242-n:noun.artifact	oewn-03050242-n:clock	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
openimages	/m/047j0r	/m/047j0r	Filing cabinet	filing cabinet	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0c_jw	Furniture			true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	filing cabinet	true	1	oewn-03342085-n	noun.artifact	oewn-03342085-n	oewn-03342085-n:noun.artifact:file;file cabinet;filing cabinet	file|file cabinet|filing cabinet	filing cabinet	selected_single_label_or_lookup_matched_wordnet_lemma	filing cabinet	filing cabinet:0	oewn-03847676-n	oewn-03847676-n:noun.artifact	oewn-03847676-n:office furniture	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
openimages	/m/047v4b	/m/047v4b	Artichoke	artichoke	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0f4s2w	Vegetable			false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	artichoke	true	2	oewn-07734492-n	noun.food	oewn-11980101-n|oewn-07734492-n	oewn-11980101-n:noun.plant:artichoke;globe artichoke;artichoke plant;Cynara scolymus|oewn-07734492-n:noun.food:artichoke;globe artichoke	artichoke|globe artichoke	artichoke	selected_single_label_or_lookup_matched_wordnet_lemma	artichoke	artichoke:0	oewn-07723196-n	oewn-07723196-n:noun.food	oewn-07723196-n:vegetable;veggie;veg	selected_all_immediate_oewn_hypernyms	object_compatible	manual_override	select:oewn-07734492-n	user-approved OpenImages decision: parent Vegetable, choose food artichoke sense	false	true	wn30_all_zero	oewn-11980101-n:artichoke%1:20:00:::artichoke.n.01:0|oewn-07734492-n:artichoke%1:13:00:::artichoke.n.02:0	manual_select	manual_select
openimages	/m/04bcr3	/m/04bcr3	Table	table	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0c_jw	Furniture	/m/078n6m|/m/0h8n5zk	Coffee table|Kitchen & dining room table	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	table	true	6	oewn-04386330-n	noun.artifact	oewn-08283156-n|oewn-04386330-n|oewn-04387051-n|oewn-09374802-n|oewn-08497146-n|oewn-07580824-n	oewn-08283156-n:noun.group:table;tabular array|oewn-04386330-n:noun.artifact:table|oewn-04387051-n:noun.artifact:table|oewn-09374802-n:noun.object:mesa;table|oewn-08497146-n:noun.group:table|oewn-07580824-n:noun.food:board;table	table	table	selected_single_label_or_lookup_matched_wordnet_lemma	table	table:25	oewn-03410635-n	oewn-03410635-n:noun.artifact	oewn-03410635-n:furniture;piece of furniture;article of furniture	selected_all_immediate_oewn_hypernyms	object_compatible	manual_override	select:oewn-04386330-n	user-approved remaining ambiguous decision: table artifact sense	false	true	wn30_unique_max	oewn-08283156-n:table%1:14:00:::table.n.01:52|oewn-04386330-n:table%1:06:01:::table.n.02:25|oewn-04387051-n:table%1:06:02:::table.n.03:5|oewn-09374802-n:table%1:17:00:::mesa.n.01:0|oewn-08497146-n:table%1:14:01:::table.n.05:0|oewn-07580824-n:table%1:13:01:::board.n.04:0	manual_select	manual_select
openimages	/m/04brg2	/m/04brg2	Tableware	tableware	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/03_wxk	Kitchenware	/m/01_5g|/m/01fh4r|/m/02jvh9|/m/02p5f1q|/m/02x8cch|/m/03hj559|/m/03q5c7|/m/0440zs|/m/04dr76w|/m/04kkgm|/m/050gv4|/m/054fyh|/m/058qzx|/m/08hvt4|/m/099ssp|/m/09tvcd|/m/0cmx8|/m/0dt3t|/m/0h8n27j|/m/0h8n6ft	Chopsticks|Teapot|Mug|Coffee cup|Salt and pepper shakers|Mixing bowl|Saucer|Cocktail shaker|Bottle|Bowl|Plate|Pitcher|Kitchen knife|Jug|Platter|Wine glass|Spoon|Fork|Serving tray|Cake stand	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	tableware	true	1	oewn-04389081-n	noun.artifact	oewn-04389081-n	oewn-04389081-n:noun.artifact:tableware	tableware	tableware	selected_single_label_or_lookup_matched_wordnet_lemma	tableware	tableware:0	oewn-04558126-n	oewn-04558126-n:noun.artifact	oewn-04558126-n:ware	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
openimages	/m/04c0y	/m/04c0y	Kangaroo	kangaroo	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/04rky	Mammal			false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	kangaroo	true	1	oewn-01879775-n	noun.animal	oewn-01879775-n	oewn-01879775-n:noun.animal:kangaroo	kangaroo	kangaroo	selected_single_label_or_lookup_matched_wordnet_lemma	kangaroo	kangaroo:0	oewn-01877075-n	oewn-01877075-n:noun.animal	oewn-01877075-n:marsupial;pouched mammal	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
openimages	/m/04cp_	/m/04cp_	Koala	koala	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/04rky	Mammal			false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	koala	true	1	oewn-01885355-n	noun.animal	oewn-01885355-n	oewn-01885355-n:noun.animal:koala;koala bear;kangaroo bear;native bear;Phascolarctos cinereus	koala|koala bear|kangaroo bear|native bear|Phascolarctos cinereus	koala	selected_single_label_or_lookup_matched_wordnet_lemma	koala	koala:0	oewn-01883812-n	oewn-01883812-n:noun.animal	oewn-01883812-n:phalanger;opossum;possum	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
openimages	/m/04ctx	/m/04ctx	Knife	knife	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/03hlz0c|/m/083kb	Kitchen utensil|Weapon			false	not_mwe	duplicate_existing_label_key	true	COCO	knife	oewn-03628765-n				duplicate_existing_label_key																										duplicate_existing_label_key
openimages	/m/04dr76w	/m/04dr76w	Bottle	bottle	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/011q46kg|/m/04brg2	Container|Tableware			false	not_mwe	duplicate_existing_label_key	true	COCO	bottle	oewn-02879899-n				duplicate_existing_label_key																										duplicate_existing_label_key
openimages	/m/04f5ws	/m/04f5ws	Bottle opener	bottle opener	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/03hlz0c	Kitchen utensil			true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	bottle opener	true	1	oewn-02881204-n	noun.artifact	oewn-02881204-n	oewn-02881204-n:noun.artifact:bottle opener	bottle opener	bottle opener	selected_single_label_or_lookup_matched_wordnet_lemma	bottle opener	bottle opener:0	oewn-03853868-n	oewn-03853868-n:noun.artifact	oewn-03853868-n:opener	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
openimages	/m/04g2r	/m/04g2r	Lynx	lynx	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/01lrl	Carnivore			false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	lynx	true	2	oewn-02129704-n	noun.animal	oewn-06583900-n|oewn-02129704-n	oewn-06583900-n:noun.communication:lynx|oewn-02129704-n:noun.animal:lynx;catamount	lynx|catamount	lynx	selected_single_label_or_lookup_matched_wordnet_lemma	lynx	lynx:0	oewn-02127275-n	oewn-02127275-n:noun.animal	oewn-02127275-n:wildcat	selected_all_immediate_oewn_hypernyms	object_compatible	manual_override	select:oewn-02129704-n	user-approved OpenImages decision: parent Carnivore, choose animal lynx/catamount sense	false	true	wn30_all_zero	oewn-06583900-n:lynx%1:10:00:::lynx.n.01:0|oewn-02129704-n:lynx%1:05:00:::lynx.n.02:0	manual_select	manual_select
openimages	/m/04gth	/m/04gth	Lavender	lavender	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0c9ph5	Flower			false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	lavender	true	2	oewn-12870477-n	noun.plant	oewn-12870477-n|oewn-04977737-n	oewn-12870477-n:noun.plant:lavender|oewn-04977737-n:noun.attribute:lavender	lavender	lavender	selected_single_label_or_lookup_matched_wordnet_lemma	lavender	lavender:0	oewn-13133423-n	oewn-13133423-n:noun.plant	oewn-13133423-n:shrub;bush	selected_all_immediate_oewn_hypernyms	object_compatible	manual_override	select:oewn-12870477-n	user-approved OpenImages decision: parent Flower, choose lavender plant/flower sense	false	true	wn30_all_zero	oewn-12870477-n:lavender%1:20:00:::lavender.n.01:0	manual_select	manual_select
openimages	/m/04h7h	/m/04h7h	Lighthouse	lighthouse	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0cgh4	Building			false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	lighthouse	true	1	oewn-02817995-n	noun.artifact	oewn-02817995-n	oewn-02817995-n:noun.artifact:beacon;lighthouse;beacon light;pharos	beacon|lighthouse|beacon light|pharos	lighthouse	selected_single_label_or_lookup_matched_wordnet_lemma	lighthouse	lighthouse:0	oewn-04467365-n	oewn-04467365-n:noun.artifact	oewn-04467365-n:tower	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
