dataset	source_label	source_label_key	source_category_id	source_category_group	source_version	source_file	selection_status	duplicate_existing_label_key	duplicate_existing_datasets	duplicate_existing_labels	duplicate_existing_selected_oewn_synsets	is_mwe_candidate	mwe_candidate_status	wordnet_source	wordnet_version	wordnet_lexicon_id	selected_lookup_case	selected_query	has_oewn_noun_synset	oewn_synset_count	selected_oewn_synset	selected_oewn_lexfile	synset_lemmas	parent_oewn_synsets	parent_oewn_lexfiles	parent_lemmas	parent_selection_tag	all_oewn_synsets	all_oewn_lexfiles	selected_oewn_objectness_class	objectness_gate	manual_decision	manual_decision_note	wn30_selection_tag	wn30_lemma_counts	synset_selection_tag	decision_basis
visual_genome	life buoy	life buoy	vg_label_041122	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	life buoy	oewn-03668045-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	life jacket	life jacket	vg_label_041127	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	life jacket	oewn-03668213-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	lifejacket	lifejacket	vg_label_041161	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Lifejacket		false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	lifesaver	lifesaver	vg_label_041163	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Lifesaver	oewn-03668045-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	light bulb	light bulb	vg_label_041242	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Light bulb	oewn-03671250-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	light switch	light switch	vg_label_041437	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Light switch		true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	lightbulb	lightbulb	vg_label_041489	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	lightbulb	oewn-03671250-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	lighter	lighter	vg_label_041510	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Lighter	oewn-03671917-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	lighthouse	lighthouse	vg_label_041521	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Lighthouse	oewn-02817995-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	lightning rod	lightning rod	vg_label_041544	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	lightning rod	oewn-03673393-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	lily	lily	vg_label_041607	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Lily	oewn-12446753-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	lime	lime	vg_label_041617	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	lime	oewn-07765707-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
lvis	limousine	limousine	648	LVISCategory	lvis_v1_val	lvis_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Limousine	oewn-03675534-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	limousine	limousine	vg_label_041644	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Limousine	oewn-03675534-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
lvis	lion	lion	649	LVISCategory	lvis_v1_val	lvis_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Lion	oewn-02131817-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
openimages	Lion	lion	/m/096mb	OpenImagesBoxable	openimages_2018_04_boxable	openimages_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Lion	oewn-02131817-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	lion	lion	vg_label_041773	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Lion	oewn-02131817-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	lip balm	lip balm	vg_label_041790	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	lip balm	oewn-03681332-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
openimages	Lipstick	lipstick	/m/06c7f7	OpenImagesBoxable	openimages_2018_04_boxable	openimages_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Lipstick	oewn-03681809-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	lipstick	lipstick	vg_label_041804	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Lipstick	oewn-03681809-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	liquor	liquor	vg_label_041819	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	liquor	oewn-07917827-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
lvis	lizard	lizard	652	LVISCategory	lvis_v1_val	lvis_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Lizard	oewn-01677105-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	lizard	lizard	vg_label_041975	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Lizard	oewn-01677105-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
openimages	Lobster	lobster	/m/0cjq5	OpenImagesBoxable	openimages_2018_04_boxable	openimages_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Lobster	oewn-07808701-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	lobster	lobster	vg_label_042026	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Lobster	oewn-07808701-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	locker	locker	vg_label_042062	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	locker	oewn-02936846-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	log	log	vg_label_042090	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	log	oewn-14966900-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	lollipop	lollipop	vg_label_042151	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	lollipop	oewn-07623214-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
lvis	loveseat	loveseat	656	LVISCategory	lvis_v1_val	lvis_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Loveseat	oewn-03698800-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	loveseat	loveseat	vg_label_042519	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Loveseat	oewn-03698800-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	luggage	luggage	vg_label_042657	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Luggage	oewn-02777635-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	machine gun	machine gun	vg_label_042841	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	machine gun	oewn-03706725-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	magazine	magazine	vg_label_042882	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	magazine	oewn-03709749-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	magnet	magnet	vg_label_042905	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	magnet	oewn-03710918-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	mail slot	mail slot	vg_label_042942	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	mail slot	oewn-03716358-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	mallet	mallet	vg_label_043044	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	mallet	oewn-03721431-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	mammal	mammal	vg_label_043052	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Mammal	oewn-01864419-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	mammoth	mammoth	vg_label_043056	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	mammoth	oewn-02507401-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	man	man	vg_label_043057	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Man	oewn-10306910-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	manger	manger	vg_label_043647	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	manger	oewn-03722670-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
openimages	Mango	mango	/m/0fldg	OpenImagesBoxable	openimages_2018_04_boxable	openimages_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Mango	oewn-07780131-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	mango	mango	vg_label_043648	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Mango	oewn-07780131-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	manhole	manhole	vg_label_043659	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	manhole	oewn-03722986-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	map	map	vg_label_043829	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	map	oewn-03725654-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	maple	maple	vg_label_043832	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Maple	oewn-12773426-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
lvis	marker	marker	670	LVISCategory	lvis_v1_val	lvis_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Marker	oewn-03727288-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	marker	marker	vg_label_043931	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Marker	oewn-03727288-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	martini	martini	vg_label_044034	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	martini	oewn-07932281-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	mascot	mascot	vg_label_044044	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	mascot	oewn-10316895-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	mashed potato	mashed potato	vg_label_044048	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	mashed potato	oewn-07727314-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	masher	masher	vg_label_044051	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	masher	oewn-03729908-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
lvis	mask	mask	675	LVISCategory	lvis_v1_val	lvis_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Mask	oewn-03730361-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	mask	mask	vg_label_044052	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Mask	oewn-03730361-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	mast	mast	vg_label_044072	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	mast	oewn-03732251-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	matchbox	matchbox	vg_label_044095	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	matchbox	oewn-03734893-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	mattress	mattress	vg_label_044125	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	mattress	oewn-03736655-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
lvis	measuring cup	measuring cup	680	LVISCategory	lvis_v1_val	lvis_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Measuring cup	oewn-03739296-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	measuring cup	measuring cup	vg_label_044204	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Measuring cup	oewn-03739296-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	measuring stick	measuring stick	vg_label_044211	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	measuring stick	oewn-03741128-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	meat ball	meat ball	vg_label_044221	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Meat ball	oewn-07887412-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	meatball	meatball	vg_label_044252	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	meatball	oewn-07887412-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	medal	medal	vg_label_044272	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Medal	oewn-06719615-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	medical equipment	medical equipment	vg_label_044292	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Medical equipment		true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	medicine	medicine	vg_label_044305	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	medicine	oewn-03745652-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	megaphone	megaphone	vg_label_044334	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Megaphone	oewn-03748770-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	melon	melon	vg_label_044344	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	melon	oewn-07771387-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
lvis	microphone	microphone	685	LVISCategory	lvis_v1_val	lvis_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Microphone	oewn-03765483-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
openimages	Microphone	microphone	/m/0hg7b	OpenImagesBoxable	openimages_2018_04_boxable	openimages_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Microphone	oewn-03765483-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	microphone	microphone	vg_label_045067	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Microphone	oewn-03765483-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	microscope	microscope	vg_label_045080	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	microscope	oewn-03766206-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
objects365	Microwave	microwave	163	Objects365V2Dataset	objects365_v2_mmdetection_cfd5d3a985b0	objects365_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	COCO	microwave	oewn-03766619-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	microwave	microwave	vg_label_045085	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	COCO	microwave	oewn-03766619-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
lvis	microwave oven	microwave oven	687	LVISCategory	lvis_v1_val	lvis_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Microwave oven	oewn-03766619-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	microwave oven	microwave oven	vg_label_045094	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Microwave oven	oewn-03766619-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
lvis	milk	milk	689	LVISCategory	lvis_v1_val	lvis_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Milk	oewn-07860018-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	milk	milk	vg_label_045235	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Milk	oewn-07860018-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	milkshake	milkshake	vg_label_045254	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	milkshake	oewn-07939537-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	miniskirt	miniskirt	vg_label_045323	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Miniskirt	oewn-03775972-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	minivan	minivan	vg_label_045326	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	minivan	oewn-03776212-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
lvis	mirror	mirror	694	LVISCategory	lvis_v1_val	lvis_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Mirror	oewn-03778568-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
openimages	Mirror	mirror	/m/054_l	OpenImagesBoxable	openimages_2018_04_boxable	openimages_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Mirror	oewn-03778568-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	mirror	mirror	vg_label_045363	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Mirror	oewn-03778568-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	missile	missile	vg_label_045409	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Missile	oewn-03779037-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	mitten	mitten	vg_label_045449	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	mitten	oewn-03780604-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	mixer	mixer	vg_label_045468	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Mixer	oewn-03780732-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	mixing bowl	mixing bowl	vg_label_045474	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Mixing bowl	oewn-03781079-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	mobile phone	mobile phone	vg_label_045498	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Mobile phone	oewn-02995984-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	money	money	vg_label_045580	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	money	oewn-13406050-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
lvis	monkey	monkey	699	LVISCategory	lvis_v1_val	lvis_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Monkey	oewn-02486953-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
openimages	Monkey	monkey	/m/08pbxl	OpenImagesBoxable	openimages_2018_04_boxable	openimages_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Monkey	oewn-02486953-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	monkey	monkey	vg_label_045608	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Monkey	oewn-02486953-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
lvis	mop	mop	1039	LVISCategory	lvis_v1_val	lvis_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Mop	oewn-04374567-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	mop	mop	vg_label_045688	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Mop	oewn-04374567-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	motor	motor	vg_label_045801	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	motor	oewn-03795479-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	motor scooter	motor scooter	vg_label_045816	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	motor scooter	oewn-03796586-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	motor vehicle	motor vehicle	vg_label_045817	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	motor vehicle	oewn-03796768-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
lvis	motorcycle	motorcycle	703	LVISCategory	lvis_v1_val	lvis_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	COCO	motorcycle	oewn-03796045-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
objects365	Motorcycle	motorcycle	58	Objects365V2Dataset	objects365_v2_mmdetection_cfd5d3a985b0	objects365_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	COCO	motorcycle	oewn-03796045-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
openimages	Motorcycle	motorcycle	/m/04_sv	OpenImagesBoxable	openimages_2018_04_boxable	openimages_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	COCO	motorcycle	oewn-03796045-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
